id,Protein names,Gene names,STY_30m_med,STY_4h_med
3284,DNA-directed RNA polymerase II subunit RPB7,POLR2G,1.0860575,1.03556
3285,Eukaryotic peptide chain release factor subunit 1,ETF1,0.959945,0.9837400000000001
3286,Cellular nucleic acid-binding protein,CNBP,0.99497,1.08833
3288,Protein yippee-like 5,YPEL5,1.0724125,1.0828250000000001
3289,"40S ribosomal protein S4, X isoform",RPS4X,0.9645900000000001,0.96525
3292,60S ribosomal protein L23a,RPL23A,0.977375,1.01455
3293,40S ribosomal protein S6,RPS6,0.97148,0.9799599999999999
3294,Histone H4,HIST1H4A,0.9477025,1.0079025000000001
3295,Ras-related protein Rab-1A,RAB1A,1.122225,1.0316049999999999
3296,60S ribosomal protein L23,RPL23,1.063275,1.033325
3297,Ras-related protein Rap-1A,RAP1A,1.2018499999999999,NA
3298,Ubiquitin-conjugating enzyme E2 D2,UBE2D2,0.9999450000000001,1.0172
3299,40S ribosomal protein S15,RPS15,0.9530525000000001,0.9718924999999999
3300,40S ribosomal protein S25,RPS25,0.9856625000000001,1.0016749999999999
3301,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,1.0256474999999998,0.9886799999999999
3302,40S ribosomal protein S28,RPS28,1.0514000000000001,1.12955
3303,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,1.111225,1.0756075
3304,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",POLR2L,0.92343,1.062735
3305,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",RBX1,0.9948025,1.0017749999999999
3306,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,GNB2;GNB4,0.927365,1.1344500000000002
3307,Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39,RPL39P5;RPL39,1.072275,0.9638150000000001
3308,60S ribosomal protein L31,RPL31,0.9993425,0.9962549999999999
3309,60S ribosomal protein L10a,RPL10A,1.00644,1.036375
3310,60S ribosomal protein L11,RPL11,1.003455,1.0000499999999999
3312,60S ribosomal protein L8,RPL8,0.9692175000000001,0.979055
3313,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,0.9684575,1.022275
3314,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A;FKBP12-Exip2,1.081715,0.9989600000000001
3315,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC;UBA52,0.98213,1.0164375
3316,Growth factor receptor-bound protein 2,GRB2,0.9459875,0.952165
3317,Transformer-2 protein homolog beta,TRA2B,1.044895,1.00213
3318,Ras-related C3 botulinum toxin substrate 1,RAC1,0.92997,1.0459025
3319,AP-2 complex subunit beta,AP2B1,1.00862,1.0016925
3320,14-3-3 protein zeta/delta,YWHAZ,0.997725,1.071225
3321,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,1.050125,0.9722375000000001
3322,"Dynein light chain 1, cytoplasmic",DYNLL1,0.952755,1.05335
3324,60S ribosomal protein L38,RPL38,1.00796,1.0635575
3325,40S ribosomal protein S21,RPS21,0.9734674999999999,1.059075
3326,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,0.9806675,1.012605
3327,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,1.00147,1.034375
3328,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,1.154275,1.04197
3329,Transcription elongation factor SPT4,SUPT4H1,0.963175,0.9798874999999999
3330,Thymosin beta-10,TMSB10,1.0499399999999999,1.121675
3331,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,1.0516275,1.0018875
3332,Nuclease-sensitive element-binding protein 1,YBX1,0.95117,0.95547
3333,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.1496,0.9695475
3334,Tropomyosin alpha-4 chain,TPM4,0.9482075,1.028925
3335,"Actin, alpha cardiac muscle 1",ACTC1,1.23675,0.9618975000000001
3336,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,0.97066,0.96795
3337,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,0.8987225,1.014325
3339,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,1.008845,1.00282
3340,Tubulin beta-4B chain,TUBB4B,1.0139575,0.985565
3341,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,0.9581824999999999,0.9272699999999999
3342,Immunoglobulin-binding protein 1,IGBP1,1.30405,1.0629
3343,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,1.0064250000000001,0.99605
3344,Ribonuclease P protein subunit p38,RPP38,0.887085,NA
3345,Ribonuclease P protein subunit p30,RPP30,0.974235,0.9673875000000001
3346,General transcription factor II-I,GTF2I,1.0137975,1.0234475
3347,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,1.18995,1.278975
3348,Contactin-associated protein 1,CNTNAP1,0.8810825,1.06822
3349,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,SRPK2,1.4104475,0.9782075
3350,T-complex protein 1 subunit beta,CCT2,0.9730000000000001,1.0054275000000001
3351,Melanoma antigen preferentially expressed in tumors,PRAME,1.16616,1.0966624999999999
3353,mRNA export factor,RAE1,0.994015,0.9448500000000001
3354,Glutathione S-transferase omega-1,GSTO1,0.94122,0.9762175
3355,DNA-dependent protein kinase catalytic subunit,PRKDC,0.6814575,0.820665
3360,Interferon-induced 35 kDa protein,IFI35,1.0935925,1.114325
3362,TATA element modulatory factor,TMF1,1.00964,1.040005
3363,"28S ribosomal protein S25, mitochondrial",MRPS25,1.1175725,0.969065
3364,"28S ribosomal protein S10, mitochondrial",MRPS10,1.041825,0.927915
3365,"28S ribosomal protein S35, mitochondrial",MRPS35,1.009265,0.9590475
3366,"28S ribosomal protein S5, mitochondrial",MRPS5,1.07479,1.040485
3367,"28S ribosomal protein S36, mitochondrial",MRPS36,1.106875,0.9422325
3368,"28S ribosomal protein S11, mitochondrial",MRPS11,1.2039,0.9876825
3369,"28S ribosomal protein S15, mitochondrial",MRPS15,1.08717,0.9636575000000001
3370,"28S ribosomal protein S6, mitochondrial",MRPS6,1.1187749999999999,0.97255
3371,"28S ribosomal protein S9, mitochondrial",MRPS9,1.04219,1.0106075
3372,SAP domain-containing ribonucleoprotein,SARNP,1.148625,1.109775
3373,Conserved oligomeric Golgi complex subunit 7,COG7,1.3081,1.2248999999999999
3374,Thioredoxin-like protein 4A,TXNL4A,0.9992425,1.05435
3376,ADP-ribosylation factor 1,ARF1,1.0073124999999998,1.019025
3377,ADP-ribosylation factor 5,ARF5,1.0413649999999999,1.090745
3378,Enhancer of rudimentary homolog,ERH,1.1064975000000001,1.00762
3379,Rho-related GTP-binding protein RhoG,RHOG,1.0297,1.0417874999999999
3380,Serine/arginine-rich splicing factor 3,SRSF3,1.02115,0.980675
3382,Forkhead box protein K1,FOXK1,1.1405249999999998,1.06705
3383,Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B,CCZ1;CCZ1B,1.00944,NA
3384,Disabled homolog 2,DAB2,1.484375,1.0802725
3386,E3 ubiquitin-protein ligase XIAP,XIAP,1.596975,1.345625
3387,RNA-binding protein 3,RBM3,1.1967249999999998,1.056695
3389,"Transcription factor A, mitochondrial",TFAM,1.6417,1.5683500000000001
3390,Phosphatidylinositol transfer protein alpha isoform,PITPNA,1.0100575,1.0055399999999999
3391,"Phosphate carrier protein, mitochondrial",SLC25A3,1.006125,1.029925
3392,Transcription initiation factor IIB,GTF2B,1.0378,1.00271
3395,Cyclin-dependent kinase 6,CDK6,0.8728325,0.89947
3396,Cyclin-dependent-like kinase 5,CDK5,1.0137275,0.96236
3397,Transcriptional activator protein Pur-alpha,PURA,0.982415,0.9761025000000001
3398,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,1.0625125,1.0982249999999998
3400,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,1.0257675000000002,1.0037875
3401,Receptor expression-enhancing protein 5,REEP5,1.0381500000000001,0.96235
3402,Sorbitol dehydrogenase,SORD,1.003505,0.9812575
3403,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,1.1094075,1.03317
3404,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,0.95297,1.0195500000000002
3406,Nucleolysin TIAR,TIAL1,1.0505,1.01885
3408,Protein SET,SET,0.9136425,0.96905
3410,"Fatty acid-binding protein, epidermal",FABP5,1.0645,0.9430475
3411,Adenylyl cyclase-associated protein 1,CAP1,1.000685,1.0003950000000001
3412,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,0.917775,NA
3413,Interferon-induced transmembrane protein 3;Interferon-induced transmembrane protein 1;Interferon-induced transmembrane protein 2,IFITM3;IFITM2;IFITM1,1.12553,NA
3414,Large neutral amino acids transporter small subunit 1,SLC7A5,0.9007225,1.1084
3415,Protein Dr1,DR1,0.9275325,0.947695
3417,Exosome component 10,EXOSC10,1.1581375,1.038595
3419,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,1.046475,1.0494500000000002
3422,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,1.26065,1.163475
3423,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,0.932415,1.116075
3424,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,0.87888,0.9378725
3426,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,0.969975,0.9892624999999999
3427,Centromere-associated protein E;Kinesin-like protein,CENPE,1.09521,1.0417
3428,Kinesin-like protein KIF23;Kinesin-like protein,KIF23,1.253725,1.045475
3429,"Sterol 26-hydroxylase, mitochondrial",CYP27A1,1.9489299999999998,NA
3431,Histone H1.1,HIST1H1A,1.1449799999999999,NA
3432,60S ribosomal protein L18a,RPL18A,0.9857049999999999,1.0021475
3433,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,1.070675,1.008425
3434,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,0.9183300000000001,1.00594
3435,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,1.0814499999999998,0.9759925
3436,Nucleobindin-1,NUCB1,0.92135,0.8854599999999999
3437,60S ribosomal protein L6,RPL6,0.9727399999999999,0.9591775
3438,DNA topoisomerase 2-beta;DNA topoisomerase 2,TOP2B,1.8571499999999999,NA
3439,A-kinase anchor protein 12,AKAP12,0.960295,1.0203275
3442,Aminoacylase-1,ACY1;ABHD14A-ACY1,0.80087,0.888875
3443,6-pyruvoyl tetrahydrobiopterin synthase,PTS,1.1109,0.995035
3444,"1,4-alpha-glucan-branching enzyme",GBE1,0.9959125,1.0045175
3445,Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2,1.161365,1.0282
3447,Lactoylglutathione lyase,GLO1,0.9725874999999999,1.00333
3449,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,1.0271,1.0337
3450,14-3-3 protein eta,YWHAH,1.0444550000000001,1.04925
3452,Cleavage stimulation factor subunit 1,CSTF1,1.16125,1.119825
3453,Ubiquitin-protein ligase E3A,UBE3A,1.014045,1.0353249999999998
3454,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,1.1937250000000001,1.0312350000000001
3456,Serine/arginine-rich splicing factor 11,SRSF11,1.0639,1.012305
3457,Elongation factor 1-alpha 2,EEF1A2,1.195025,0.8499175
3458,Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit,PRKCD,1.027625,1.022525
3459,Caldesmon,CALD1,1.143975,1.22125
3460,2-5A-dependent ribonuclease,RNASEL,0.9838275000000001,1.0252325
3463,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,1.08155,1.03264
3464,3-ketodihydrosphingosine reductase,KDSR,1.214075,1.0524
3465,Amidophosphoribosyltransferase,PPAT,0.8891325,0.91459
3466,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,1.0337,0.9716775
3467,Proteasome activator complex subunit 1,PSME1,0.8758225,1.0425
3468,GA-binding protein alpha chain,GABPA,2.0325025,2.5788550000000003
3469,DNA repair protein RAD51 homolog 1,RAD51,1.1931500000000002,1.1320999999999999
3470,Peroxiredoxin-1,PRDX1,1.033925,1.00651
3471,Cyclin-dependent kinase 18,CDK18,1.14635,NA
3472,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,1.038225,1.0358
3473,Cytoskeleton-associated protein 4,CKAP4,1.04061,1.034825
3474,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,0.9988525,0.994965
3475,Apoptosis regulator BAX,BAX,1.0339425,0.9258625
3478,DNA polymerase epsilon catalytic subunit A;DNA polymerase,POLE,1.0833525000000002,1.0546324999999999
3479,Kinesin light chain 1,KLC1,0.98548,1.0155875
3481,Rho GTPase-activating protein 1,ARHGAP1,1.0957249999999998,0.9817674999999999
3482,Protocadherin-1,PCDH1,1.150375,1.29905
3483,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase,PPP3CA,1.4050500000000001,0.9646175
3484,ATP-dependent RNA helicase A,DHX9,1.098545,1.0029275
3485,Quinone oxidoreductase,CRYZ,1.023625,0.9805424999999999
3487,Golgin subfamily A member 3,GOLGA3,1.0435499999999998,1.0314
3488,Galectin-3-binding protein,LGALS3BP,0.9764525000000001,1.081345
3489,Leukocyte surface antigen CD47,CD47,1.0977100000000002,1.0300125
3490,Peptidyl-prolyl cis-trans isomerase D,PPID,0.9108375,0.9916499999999999
3491,FACT complex subunit SSRP1,SSRP1,1.077065,1.26101
3492,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,822.255,NA
3493,Schlafen family member 5,SLFN5,1.0165825,1.6246
3495,Protein VAC14 homolog,VAC14,1.216575,1.07829
3496,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,1.03788,0.992375
3497,Histone-binding protein RBBP4,RBBP4,0.992865,1.02555
3499,Nuclear cap-binding protein subunit 1,NCBP1,1.3558025,1.1451
3500,Histone acetyltransferase p300,EP300,0.88106,0.969525
3501,Neuroblast differentiation-associated protein AHNAK,AHNAK,0.7643675,0.9437975000000001
3504,Small cell adhesion glycoprotein,SMAGP,1.33305,1.223425
3505,Heat shock 70 kDa protein 14,HSPA14,0.9847524999999999,0.9562200000000001
3507,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,1.2493500000000002,1.0259825
3508,AP-1 complex subunit beta-1,AP1B1,1.01757,0.9892075
3510,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,0.9757199999999999,1.0600874999999998
3511,Mitochondrial-processing peptidase subunit alpha,PMPCA,1.004855,1.00534
3512,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",ST3GAL4,1.24048,1.0498750000000001
3513,Secernin-1,SCRN1,0.9147075,0.98888
3514,WASH complex subunit strumpellin,KIAA0196,1.016115,0.99574
3515,Nuclear pore complex protein Nup160,NUP160,0.8087375,0.9312925000000001
3516,Sterol regulatory element-binding protein cleavage-activating protein,SCAP,1.097115,1.334385
3518,General transcription factor 3C polypeptide 1,GTF3C1,1.027925,1.03525
3520,Twinfilin-1,TWF1,0.9958750000000001,0.981375
3521,Aspartyl/asparaginyl beta-hydroxylase,ASPH,1.044125,1.045785
3522,Alpha-globin transcription factor CP2,TFCP2,1.0551249999999999,1.6218249999999999
3523,A-kinase anchor protein 13,AKAP13,1.1618249999999999,1.0519625000000001
3524,Cell division cycle protein 20 homolog,CDC20,1.04561,NA
3525,Kinesin heavy chain isoform 5A;Kinesin-like protein,KIF5A,1.1138,1.1813
3526,Syntaxin-4,STX4,1.16839,1.108625
3528,"Splicing factor, suppressor of white-apricot homolog",SFSWAP,1.02111,15.046399999999998
3530,Splicing factor 3A subunit 3,SF3A3,1.040935,1.0106925
3531,Tumor suppressor p53-binding protein 1,TP53BP1,1.1401075,0.9125624999999999
3533,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,0.96648,0.98749
3534,Interleukin enhancer-binding factor 3,ILF3,0.9921025000000001,0.9798425
3535,Vesicular integral-membrane protein VIP36,LMAN2,1.01566,0.9939899999999999
3536,Epidermal growth factor receptor kinase substrate 8,EPS8,1.333575,1.2775
3537,"Heat shock protein 75 kDa, mitochondrial",TRAP1,0.9187375,1.005975
3539,Ankyrin-3,ANK3,1.176625,1.066975
3540,Transcription initiation factor TFIID subunit 10,TAF10,1.12725,NA
3541,Unconventional myosin-Ie,MYO1E,0.9442875,0.9319875
3542,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,0.9671375,1.2016499999999999
3544,Vesicle transport protein SEC20,BNIP1,0.9880724999999999,1.7684499999999999
3545,Cleavage stimulation factor subunit 3,CSTF3,1.363525,1.17875
3547,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,0.9650399999999999,1.02575
3549,Rho GTPase-activating protein 5,ARHGAP5,0.9724925,0.9917275000000001
3551,Striatin-3,STRN3,1.391175,1.067895
3552,Cell division cycle protein 16 homolog,CDC16,1.31195,1.3519
3553,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,STK4,1.2785000000000002,1.4513225
3554,Protein flightless-1 homolog,FLII,1.025555,0.9698025
3557,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,COASY,0.928485,1.0162849999999999
3558,TNF receptor-associated factor 1,TRAF1,1.0668,0.9764975
3559,Acetyl-CoA carboxylase 1;Biotin carboxylase,ACACA,0.8841650000000001,0.982165
3560,Secreted phosphoprotein 24,SPP2,1.09869,NA
3561,Ubiquitin carboxyl-terminal hydrolase 4;Ubiquitin carboxyl-terminal hydrolase,USP4,0.91768,1.07055
3565,Protein Red,IK,1.24688,1.23865
3566,5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,1.15427,1.1491
3567,Liprin-alpha-1,PPFIA1,1.44745,1.0890499999999999
3569,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,1.06106,1.0016025
3570,Serine/threonine-protein kinase PAK 1;Non-specific serine/threonine protein kinase,PAK1,1.367125,1.071015
3571,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,1.01682,0.994035
3572,FAS-associated death domain protein,FADD,1.05975,1.0499825
3573,Peroxiredoxin-4,PRDX4,1.0257749999999999,0.9753175000000001
3574,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,0.959215,0.9526475000000001
3575,Chromobox protein homolog 3,CBX3,0.93146,0.943615
3576,Syntaxin-5,STX5,1.22562,NA
3577,26S proteasome non-ATPase regulatory subunit 2,PSMD2,1.02313,0.995995
3579,DnaJ homolog subfamily C member 3,DNAJC3,1.272985,1.005935
3580,Nucleoside diphosphate kinase 3,NME3,1.032225,0.89281
3582,Serine/arginine-rich splicing factor 9,SRSF9,1.0466125000000002,1.099475
3583,Serine/arginine-rich splicing factor 5,SRSF5,1.1563725,1.0165549999999999
3584,Serine/arginine-rich splicing factor 6,SRSF6,0.9804300000000001,0.9499600000000001
3585,Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,1.0412,0.9588
3586,Transcription intermediary factor 1-beta,TRIM28,0.95533,1.01827
3587,Ras GTPase-activating protein-binding protein 1,G3BP1,1.0856750000000002,0.9885625
3588,N-myc-interactor,NMI,1.225075,1.221075
3589,Inactive tyrosine-protein kinase 7,PTK7,0.9011800000000001,0.9936450000000001
3590,Serine-protein kinase ATM,ATM,0.93165,0.9388125
3591,Growth factor receptor-bound protein 10,GRB10,2.896325,NA
3592,Interferon-induced protein with tetratricopeptide repeats 5,IFIT5,1.02519,0.98559
3593,Receptor-type tyrosine-protein phosphatase S;Protein-tyrosine-phosphatase,PTPRS,1.232575,1.0588
3594,Eukaryotic translation initiation factor 3 subunit I,EIF3I,0.9554024999999999,1.014675
3595,C-terminal-binding protein 1,CTBP1,1.18395,1.20417
3597,Phosducin-like protein,PDCL,1.046905,NA
3598,Probable methyltransferase TARBP1,TARBP1,0.9106575,0.9282275
3599,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,1.02714,1.029075
3600,"39S ribosomal protein L49, mitochondrial",MRPL49,0.9854499999999999,0.9413225000000001
3601,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,0.94024,1.0009925
3602,"NAD(P) transhydrogenase, mitochondrial",NNT,0.927505,1.00622
3603,Beta-2-syntrophin,SNTB2,1.073205,0.9143975
3604,DNA repair protein XRCC4,XRCC4,1.10435,1.13345
3606,Zinc transporter ZIP6,SLC39A6,1.265425,1.103575
3607,Splicing factor 3B subunit 2,SF3B2,1.1112,0.9709074999999999
3608,Golgin subfamily A member 4,GOLGA4,0.96164,0.986065
3609,28 kDa heat- and acid-stable phosphoprotein,PDAP1,0.9183275,1.0018175
3610,Disintegrin and metalloproteinase domain-containing protein 15,ADAM15,1.46253,NA
3611,Transmembrane emp24 domain-containing protein 1,TMED1,1.100775,0.953175
3612,Rho-associated protein kinase 1,ROCK1,1.02874,1.01831
3613,"Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1.1218249999999999,1.0100500000000001
3614,DNA topoisomerase 3-alpha,TOP3A,1.101,NA
3615,V-type proton ATPase 116 kDa subunit a isoform 3;V-type proton ATPase subunit a,TCIRG1,0.9780099999999999,0.95181
3616,Baculoviral IAP repeat-containing protein 3,BIRC3,0.8732875,0.81019
3617,Phosphatidylinositol-binding clathrin assembly protein,PICALM,0.95378,0.9963424999999999
3619,Sequestosome-1,SQSTM1,1.0936,1.105775
3620,Tubulin beta-3 chain,TUBB3,1.2045249999999998,0.965105
3621,Serine/threonine-protein kinase PRP4 homolog,PRPF4B,1.0828175,1.087325
3622,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,1.0732249999999999,1.0333675
3623,Serine/threonine-protein kinase ATR,ATR,1.0255675,1.0270000000000001
3624,Eukaryotic translation initiation factor 4E-binding protein 1,EIF4EBP1,1.30405,NA
3626,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,1.25865,1.0310275
3627,Histone deacetylase 1,HDAC1,1.1971,1.118225
3628,Dynactin subunit 2,DCTN2,1.0544000000000002,0.977265
3629,NEDD8-activating enzyme E1 regulatory subunit,NAE1,0.9705025,1.053725
3630,Inositol-tetrakisphosphate 1-kinase,ITPK1,0.56169,NA
3631,Ras GTPase-activating-like protein IQGAP2,IQGAP2,0.7927299999999999,1.0686499999999999
3632,Transformer-2 protein homolog alpha,TRA2A,1.154735,1.363275
3633,Sorting nexin-1,SNX1,0.99344,0.95233
3635,Periodic tryptophan protein 1 homolog,PWP1,1.193225,1.1437750000000002
3636,Cullin-1,CUL1,0.9149875000000001,1.028835
3637,Cullin-3,CUL3,1.0322575,0.9384699999999999
3638,Cullin-4A,CUL4A,1.053,0.974245
3639,Apoptosis-stimulating of p53 protein 2,TP53BP2,1.06615,NA
3641,GDP-L-fucose synthase,TSTA3,0.88069,0.9435775
3643,Ras-related protein Rab-32,RAB32,0.9987375,1.020115
3644,Trophoblast glycoprotein,TPBG,1.19965,0.99485
3645,Four and a half LIM domains protein 3,FHL3,0.8765875000000001,0.9787224999999999
3646,Ras and Rab interactor 1,RIN1,1.240575,0.8699
3647,Mannosyl-oligosaccharide glucosidase,MOGS,1.0542,1.008175
3650,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,1.04835,1.00729
3651,Nucleolar GTP-binding protein 2,GNL2,1.20695,1.1298249999999999
3652,Spliceosome RNA helicase DDX39B,DDX39B,1.047585,1.0656249999999998
3653,Bleomycin hydrolase,BLMH,0.9549875,1.01765
3654,Exosome complex component RRP4,EXOSC2,1.04057,1.043835
3655,Beta-1-syntrophin,SNTB1,1.170925,1.067455
3656,Tubulin beta-2A chain;Tubulin beta-2B chain,TUBB2A;TUBB2B,0.9891725,1.0664
3657,Bystin,BYSL,0.96991,1.03505
3658,Isopentenyl-diphosphate Delta-isomerase 1,IDI1,0.97719,0.99358
3659,Calcyphosin,CAPS,1.373475,0.8525324999999999
3661,Core-binding factor subunit beta,CBFB,0.98137,0.9395425
3663,Cytoskeleton-associated protein 5,CKAP5,1.0014474999999998,1.0307775
3664,Cold-inducible RNA-binding protein,CIRBP,0.9792425,1.029375
3665,Coactosin-like protein,COTL1,1.02264,1.0451000000000001
3666,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,1.0399025,1.010195
3667,Lysosome membrane protein 2,SCARB2,1.2603,0.961965
3668,Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,DAG1,0.9446225000000001,0.9921650000000001
3669,Desmoglein-2,DSG2,1.362,1.00017
3670,Ribosome biogenesis protein BOP1,BOP1,1.0259399999999999,0.91449
3671,Ubiquitin conjugation factor E4 A,UBE4A,0.952115,1.055075
3672,Unhealthy ribosome biogenesis protein 2 homolog,URB2,1.18258,1.0655000000000001
3673,Probable ATP-dependent RNA helicase DHX34,DHX34,1.360625,1.010095
3675,Eukaryotic translation initiation factor 3 subunit A,EIF3A,0.984275,1.00932
3677,Ubiquitin-associated protein 2-like,UBAP2L,1.13575,1.03944
3679,Malectin,MLEC,1.0507,0.9868300000000001
3680,Tubulin--tyrosine ligase-like protein 12,TTLL12,1.1223750000000001,0.9597875
3682,Dihydropyrimidinase-related protein 3,DPYSL3,1.058975,1.035725
3683,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,0.6697474999999999,0.88334
3685,Translation initiation factor eIF-2B subunit alpha,EIF2B1,0.9659200000000001,0.989495
3686,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,0.790635,1.0844
3687,Src substrate cortactin,CTTN,1.1705999999999999,1.003735
3688,Reticulocalbin-2,RCN2,1.1427775,1.0697999999999999
3689,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,1.043825,0.9897625
3691,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,1.0783,1.1253
3692,Protein FAM50A;Protein FAM50B,FAM50A;FAM50B,1.0185775000000001,0.952275
3693,Protein FRG1,FRG1,1.2111,NA
3694,Guanine nucleotide-binding protein subunit alpha-13,GNA13,0.91605,0.99313
3695,Guanidinoacetate N-methyltransferase,GAMT,1.0710350000000002,1.146045
3696,UDP-glucose 4-epimerase,GALE,0.9163325,1.0117525
3697,Caprin-1,CAPRIN1,1.0369949999999999,1.023225
3698,Protein disulfide-isomerase A5,PDIA5,1.1155750000000002,1.089475
3699,Phosphoribosyl pyrophosphate synthase-associated protein 1,PRPSAP1,1.098725,1.0133999999999999
3700,DNA replication licensing factor MCM6,MCM6,0.95209,1.0161
3701,"Inositol 1,4,5-trisphosphate receptor type 2",ITPR2,1.23806,NA
