id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
3171,"ATP synthase subunit epsilon-like protein, mitochondrial;ATP synthase subunit epsilon, mitochondrial",ATP5EP2;ATP5E,1.0241,1.0805
3172,"ATP synthase subunit e, mitochondrial",ATP5I,1.0122,1.0619
3173,Histone deacetylase 4,HDAC4,0.81291,1.0687
3174,Eukaryotic translation initiation factor 6,EIF6,1.1472,1.0145
3175,C-terminal-binding protein 2,CTBP2,0.96974,1.0685
3176,Peroxisomal biogenesis factor 3,PEX3,1.0381,1.1261
3177,3-keto-steroid reductase,HSD17B7,1.1166,1.0548
3178,Breast cancer anti-estrogen resistance protein 1,BCAR1,1.1623000000000001,1.1153
3180,UPF0769 protein C21orf59,C21orf59,1.146,0.98079
3181,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,WDR4,1.0064,1.0665
3182,Transmembrane protein 33,TMEM33,1.0108,1.0504
3183,Nuclear pore complex protein Nup107,NUP107,0.9613,0.9698
3185,Lysyl oxidase homolog 3,LOXL3,0.91833,1.178
3187,Myotrophin,MTPN,1.0753,1.0138
3189,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2;Guanine nucleotide-binding protein subunit gamma,GNG2,1.1678,0.96664
3190,Protein transport protein Sec61 subunit gamma,SEC61G,1.0697,1.0409
3191,Triosephosphate isomerase,TPI1,1.0314,1.0166
3192,Eukaryotic translation initiation factor 3 subunit E,EIF3E,0.96737,1.0668
3193,Protein transport protein Sec61 subunit beta,SEC61B,1.0896,1.0267
3194,Serine/threonine-protein phosphatase 4 catalytic subunit;Serine/threonine-protein phosphatase,PPP4C,1.094,1.0203
3195,Gamma-aminobutyric acid receptor-associated protein-like 2,GABARAPL2,0.93744,0.96498
3197,Ubiquitin-conjugating enzyme E2 G2,UBE2G2,1.1563,1.0071
3198,Myosin light polypeptide 6,MYL6,1.0636,1.0263
3200,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTB,1.0035,1.0079
3202,Eukaryotic initiation factor 4A-I,EIF4A1,0.92814,0.99477
3203,40S ribosomal protein S20,RPS20,0.9986,1.0044
3204,Ribose-phosphate pyrophosphokinase 1,PRPS1,1.0145,1.0242
3205,Protein S100-A10,S100A10,1.4776,0.94665
3206,Cell division control protein 42 homolog,CDC42,1.0244,0.99458
3207,Destrin,DSTN,1.0769,0.9786
3208,Glia maturation factor beta,GMFB,0.96218,0.97366
3209,Ras-related protein Rab-8A,RAB8A,1.1172,1.1078
3210,Signal peptidase complex subunit 3,SPCS3,1.0017,0.99511
3211,Signal recognition particle 54 kDa protein,SRP54,1.0447,1.0965
3213,Ras-related protein Rab-2A,RAB2A,1.0009,1.0293
3214,Ras-related protein Rab-5B,RAB5B,1.0311,1.0786
3215,Cyclin-dependent kinases regulatory subunit;Cyclin-dependent kinases regulatory subunit 1,CKS1B,1.1159,1.0455
3216,Ras-related protein Rab-10,RAB10,1.0166,0.99074
3217,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,UBE2D3;UBE2D2,1.0276,0.96249
3218,NEDD8-conjugating enzyme Ubc12,UBE2M,1.0524,0.9946
3219,Ubiquitin-conjugating enzyme E2 K,UBE2K,0.90443,0.96736
3220,Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like,UBE2N;UBE2NL,1.0032,0.96758
3221,Ras-related protein Rab-14,RAB14,1.0337,1.0415
3222,Actin-related protein 3,ACTR3,1.0052,0.95154
3223,Actin-related protein 2,ACTR2,1.0378,1.0377
3224,Alpha-centractin,ACTR1A,1.0755,1.0547
3225,COP9 signalosome complex subunit 2,COPS2,0.9908,0.94125
3227,ATP-binding cassette sub-family E member 1,ABCE1,0.98993,0.93783
3228,Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein,RAP1B,1.0239,1.0168
3229,Ras-related protein Rap-2b,RAP2B,0.94818,0.95334
3230,Protein max,MAX,1.298,1.4952
3231,40S ribosomal protein S3a,RPS3A,0.96852,0.97162
3232,60S ribosomal protein L26,RPL26,0.88892,0.96489
3233,Proteasome activator complex subunit 3,PSME3,0.94415,0.97678
3235,60S ribosomal protein L27,RPL27,0.95099,0.98372
3236,Pterin-4-alpha-carbinolamine dehydratase,PCBD1,1.1674,0.98582
3237,60S ribosomal protein L37a,RPL37A,1.0046,1.0407
3238,Transforming protein RhoA,RHOA,1.1207,1.2744
3239,N-alpha-acetyltransferase 20,NAA20,1.1769,0.96988
3241,"10 kDa heat shock protein, mitochondrial",HSPE1,0.95272,1.0499
3243,Prefoldin subunit 3,VBP1,1.0203,1.0001
3244,Syntaxin-binding protein 1,STXBP1,2.6127,1.5587
3247,Small ubiquitin-related modifier 2,SUMO2,1.0478,1.1192
3248,Ubiquitin-fold modifier 1,UFM1,0.98622,0.94882
3250,WD repeat-containing protein 5,WDR5,1.0894,0.96342
3251,AP-1 complex subunit sigma-1A,AP1S1,1.0242,1.0688
3252,Nuclear transport factor 2,NUTF2,1.1554,1.0386
3253,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,0.98926,0.9901
3254,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,1.195,1.0218
3255,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,1.0713,1.0363
3256,Mitochondrial import inner membrane translocase subunit Tim10,TIMM10,1.1433,1.0043
3257,40S ribosomal protein S7,RPS7,0.96704,0.9851
3258,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase,PPP1CA,1.0578,0.96011
3259,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PPP1CB,1.0563,1.0218
3260,Neuronal calcium sensor 1,NCS1,1.1898,0.95568
3261,26S protease regulatory subunit 4,PSMC1,1.0162,1.0042
3262,26S protease regulatory subunit 8,PSMC5,1.0391,1.0052
3263,40S ribosomal protein S8,RPS8,0.97706,1.0101
3264,40S ribosomal protein S15a,RPS15A,0.96368,1.0552
3265,40S ribosomal protein S16,RPS16;ZNF90,0.98305,1.0143
3266,"Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed",UBE2G1,0.86584,0.95065
3267,14-3-3 protein epsilon,YWHAE,0.93435,1.02
3268,40S ribosomal protein S14,RPS14,0.97392,0.99891
3269,40S ribosomal protein S23,RPS23,0.93226,0.94018
3270,40S ribosomal protein S18,RPS18,1.1038,1.0174
3271,40S ribosomal protein S29,RPS29,0.98338,1.0929
3272,40S ribosomal protein S13,RPS13,0.92996,0.98633
3273,40S ribosomal protein S11,RPS11,0.95854,0.96861
3274,Small nuclear ribonucleoprotein E,SNRPE,1.0299,1.0835
3275,Small nuclear ribonucleoprotein F,SNRPF,1.0287,0.97125
3276,U6 snRNA-associated Sm-like protein LSm3,LSM3,1.0456,1.0871
3277,U6 snRNA-associated Sm-like protein LSm6,LSM6,0.99285,1.0499
3278,Small nuclear ribonucleoprotein Sm D1,SNRPD1,0.95929,0.98347
3279,Small nuclear ribonucleoprotein Sm D2,SNRPD2,0.97721,0.97221
3280,Small nuclear ribonucleoprotein Sm D3,SNRPD3,1.0286,1.078
3281,ADP-ribosylation factor 6,ARF6,1.0445,1.0632
3282,TATA box-binding protein-like protein 1,TBPL1,0.89383,1.5396
3283,60S ribosomal protein L7a,RPL7A,0.97751,0.98001
3284,DNA-directed RNA polymerase II subunit RPB7,POLR2G,1.0825,1.0275
3285,Eukaryotic peptide chain release factor subunit 1,ETF1,0.95951,0.98899
3286,Cellular nucleic acid-binding protein,CNBP,1.0306,1.0609
3288,Protein yippee-like 5,YPEL5,1.0917,1.1249
3289,"40S ribosomal protein S4, X isoform",RPS4X,0.93466,0.98952
3292,60S ribosomal protein L23a,RPL23A,0.91764,1.0144
3293,40S ribosomal protein S6,RPS6,0.9696,1.014
3294,Histone H4,HIST1H4A,0.98007,0.97253
3295,Ras-related protein Rab-1A,RAB1A,1.1069,1.0463
3296,60S ribosomal protein L23,RPL23,1.0439,1.0161
3298,Ubiquitin-conjugating enzyme E2 D2,UBE2D2,0.99855,1.0137
3299,40S ribosomal protein S15,RPS15,0.88816,0.97373
3300,40S ribosomal protein S25,RPS25,0.95143,1.0019
3301,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,0.98377,1.0007
3302,40S ribosomal protein S28,RPS28,1.0454,1.127
3303,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,1.1441,0.98456
3304,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",POLR2L,0.92525,1.0604
3305,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",RBX1,0.98297,1.0063
3306,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,GNB2;GNB4,0.94917,1.1169
3307,Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39,RPL39P5;RPL39,1.0587,0.98046
3308,60S ribosomal protein L31,RPL31,0.98723,0.9773
3309,60S ribosomal protein L10a,RPL10A,0.97774,1.0097
3310,60S ribosomal protein L11,RPL11,0.966,0.95668
3312,60S ribosomal protein L8,RPL8,0.93418,0.96604
3313,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,0.98255,1.0233
3314,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A;FKBP12-Exip2,1.0972,0.99466
3315,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC;UBA52,0.97901,1.0111
3316,Growth factor receptor-bound protein 2,GRB2,0.93419,0.94994
3317,Transformer-2 protein homolog beta,TRA2B,1.0127,0.99692
3318,Ras-related C3 botulinum toxin substrate 1,RAC1,0.92490000000000006,1.0472
3319,AP-2 complex subunit beta,AP2B1,1.0044,0.97479
3320,14-3-3 protein zeta/delta,YWHAZ,1.0055,1.0633
3321,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,1.0385,0.95961
3322,"Dynein light chain 1, cytoplasmic",DYNLL1,0.9579,1.0456
3324,60S ribosomal protein L38,RPL38,1.0141,1.0798
3325,40S ribosomal protein S21,RPS21,0.97569,1.0634
3326,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,0.97137,1.0064
3327,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,1.0052,1.0311
3328,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,1.1315,1.0884
3329,Transcription elongation factor SPT4,SUPT4H1,0.92122,1.0009
3330,Thymosin beta-10,TMSB10,1.06,1.0855
3331,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,1.0713,1.005
3332,Nuclease-sensitive element-binding protein 1,YBX1,0.93158,0.95834
3333,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.1489,0.93859
3334,Tropomyosin alpha-4 chain,TPM4,0.96336,1.0365
3335,"Actin, alpha cardiac muscle 1",ACTC1,1.2441,0.94362
3336,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,0.95833,0.96788
3337,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,0.89623,1.0157
3339,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,1.0161,1.0013
3340,Tubulin beta-4B chain,TUBB4B,1.0135,0.98694
3341,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,0.9435,0.9278
3342,Immunoglobulin-binding protein 1,IGBP1,1.1885,1.0756
3343,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,1.0039,0.97984
3345,Ribonuclease P protein subunit p30,RPP30,0.97236,0.96123
3346,General transcription factor II-I,GTF2I,1.0075,1.0264
3347,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,1.1728,1.118
3348,Contactin-associated protein 1,CNTNAP1,0.8805,1.0852
3349,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,SRPK2,1.1872,0.93433
3350,T-complex protein 1 subunit beta,CCT2,0.9685,0.99989
3351,Melanoma antigen preferentially expressed in tumors,PRAME,1.173,1.1224
3353,mRNA export factor,RAE1,0.97724,1.0185
3354,Glutathione S-transferase omega-1,GSTO1,0.92868,0.96033
3355,DNA-dependent protein kinase catalytic subunit,PRKDC,0.67813,0.82826
3360,Interferon-induced 35 kDa protein,IFI35,1.126,1.0966
3362,TATA element modulatory factor,TMF1,1.0363,1.0421
3363,"28S ribosomal protein S25, mitochondrial",MRPS25,1.0928,1.039
3364,"28S ribosomal protein S10, mitochondrial",MRPS10,1.0206,0.90179
3365,"28S ribosomal protein S35, mitochondrial",MRPS35,1.0112,0.97099
3366,"28S ribosomal protein S5, mitochondrial",MRPS5,1.0135,0.98762
3367,"28S ribosomal protein S36, mitochondrial",MRPS36,1.1199,0.9146
3368,"28S ribosomal protein S11, mitochondrial",MRPS11,1.2177,0.94162
3369,"28S ribosomal protein S15, mitochondrial",MRPS15,1.0521,0.95019
3370,"28S ribosomal protein S6, mitochondrial",MRPS6,1.1018,1.0256
3371,"28S ribosomal protein S9, mitochondrial",MRPS9,1.0301,0.99925
3372,SAP domain-containing ribonucleoprotein,SARNP,1.1276,1.1222
3373,Conserved oligomeric Golgi complex subunit 7,COG7,1.1991,1.2733
3374,Thioredoxin-like protein 4A,TXNL4A,0.97173,1.0258
3376,ADP-ribosylation factor 1,ARF1,0.99908,1.0176
3377,ADP-ribosylation factor 5,ARF5,1.0771,1.03
3378,Enhancer of rudimentary homolog,ERH,1.1127,0.97686
3379,Rho-related GTP-binding protein RhoG,RHOG,1.0195,1.0202
3380,Serine/arginine-rich splicing factor 3,SRSF3,0.97942,0.97736
3382,Forkhead box protein K1,FOXK1,1.1451,1.0488
3384,Disabled homolog 2,DAB2,1.7074,1.1118
3386,E3 ubiquitin-protein ligase XIAP,XIAP,1.2892,1.5999
3387,RNA-binding protein 3,RBM3,1.1754,1.02
3389,"Transcription factor A, mitochondrial",TFAM,1.6132,1.4628
3390,Phosphatidylinositol transfer protein alpha isoform,PITPNA,0.98243,1.0087
3391,"Phosphate carrier protein, mitochondrial",SLC25A3,1.0073,1.0367
3392,Transcription initiation factor IIB,GTF2B,1.0297,1.0168
3395,Cyclin-dependent kinase 6,CDK6,0.88166,0.89512
3396,Cyclin-dependent-like kinase 5,CDK5,1.0231,0.96325
3397,Transcriptional activator protein Pur-alpha,PURA,0.99856,0.95925
3398,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,1.0503,1.0596
3400,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,1.0304,0.99267
3401,Receptor expression-enhancing protein 5,REEP5,1.0335,0.96103
3402,Sorbitol dehydrogenase,SORD,0.9989,0.96749
3403,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,1.0743,1.0093
3404,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,0.95304,1.0157
3406,Nucleolysin TIAR,TIAL1,1.0494,1.0188
3408,Protein SET,SET,0.93498,0.97294
3410,"Fatty acid-binding protein, epidermal",FABP5,1.0641,0.95777
3411,Adenylyl cyclase-associated protein 1,CAP1,1.0065,1.0015
3414,Large neutral amino acids transporter small subunit 1,SLC7A5,0.87321,1.0884
3415,Protein Dr1,DR1,0.92858,0.94874
3417,Exosome component 10,EXOSC10,1.1298,1.025
3419,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,1.0486,1.0596
3422,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,1.229,1.1485
3423,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,0.96659,1.1412
3424,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,0.87532,0.9539
3426,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,0.96742,0.98818
3427,Centromere-associated protein E;Kinesin-like protein,CENPE,1.0971,1.0424
3428,Kinesin-like protein KIF23;Kinesin-like protein,KIF23,1.2339,1.1016
3432,60S ribosomal protein L18a,RPL18A,1.0276,0.99861
3433,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,1.0793,1.0048
3434,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,0.91514,1.0041
3435,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,1.0769,0.97155
3436,Nucleobindin-1,NUCB1,0.8996,0.88888
3437,60S ribosomal protein L6,RPL6,0.94692,0.97331
3439,A-kinase anchor protein 12,AKAP12,0.96146,1.0371
3442,Aminoacylase-1,ACY1;ABHD14A-ACY1,0.8061,0.89038
3443,6-pyruvoyl tetrahydrobiopterin synthase,PTS,1.0919,1.0127
3444,"1,4-alpha-glucan-branching enzyme",GBE1,0.99988,1.0265
3445,Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2,1.2052,1.0984
3447,Lactoylglutathione lyase,GLO1,0.98725,0.99567
3449,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,1.0278,1.0321
3450,14-3-3 protein eta,YWHAH,1.0633,1.0623
3452,Cleavage stimulation factor subunit 1,CSTF1,1.1553,1.1134
3453,Ubiquitin-protein ligase E3A,UBE3A,1.0267,1.0635
3454,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,1.1626,1.0584
3456,Serine/arginine-rich splicing factor 11,SRSF11,1.0719,0.99654
3457,Elongation factor 1-alpha 2,EEF1A2,1.1591,0.83387
3458,Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit,PRKCD,1.0258,1.0205
3459,Caldesmon,CALD1,1.1002,1.2712
3460,2-5A-dependent ribonuclease,RNASEL,0.96464,1.0216
3463,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,1.0935,1.0316
3464,3-ketodihydrosphingosine reductase,KDSR,1.1677,1.0572
3465,Amidophosphoribosyltransferase,PPAT,0.86863,0.92363
3466,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,1.0411,0.97469
3467,Proteasome activator complex subunit 1,PSME1,0.87919,1.0216
3468,GA-binding protein alpha chain,GABPA,1.6931,1.3327
3469,DNA repair protein RAD51 homolog 1,RAD51,1.096,1.0694
3470,Peroxiredoxin-1,PRDX1,1.0308,1.022
3472,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,1.0471,1.0224
3473,Cytoskeleton-associated protein 4,CKAP4,1.0355,1.0177
3474,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,1.0085,1.0045
3475,Apoptosis regulator BAX,BAX,1.0013,0.9245
3478,DNA polymerase epsilon catalytic subunit A;DNA polymerase,POLE,1.0013,1.0249
3479,Kinesin light chain 1,KLC1,1.0416,1.0243
3481,Rho GTPase-activating protein 1,ARHGAP1,1.1015,0.98917
3482,Protocadherin-1,PCDH1,1.119,1.2698
3483,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase,PPP3CA,1.5417,0.97375
3484,ATP-dependent RNA helicase A,DHX9,1.091,0.99887
3485,Quinone oxidoreductase,CRYZ,1.0361,0.95539
3487,Golgin subfamily A member 3,GOLGA3,1.0693,1.0263
3488,Galectin-3-binding protein,LGALS3BP,1.0024,1.0669
3489,Leukocyte surface antigen CD47,CD47,1.0999,1.0347
3490,Peptidyl-prolyl cis-trans isomerase D,PPID,0.92306,1.004
3491,FACT complex subunit SSRP1,SSRP1,1.0883,1.2057
3493,Schlafen family member 5,SLFN5,0.98399,1.7451
3495,Protein VAC14 homolog,VAC14,1.1075,1.0338
3496,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,1.0656,1
3497,Histone-binding protein RBBP4,RBBP4,0.99819,1.007
3499,Nuclear cap-binding protein subunit 1,NCBP1,0.97031,1.2289
3500,Histone acetyltransferase p300,EP300,0.87873,0.98752
3501,Neuroblast differentiation-associated protein AHNAK,AHNAK,0.77634,0.93444
3504,Small cell adhesion glycoprotein,SMAGP,1.3556,1.3093
3505,Heat shock 70 kDa protein 14,HSPA14,0.94617,0.97279
3507,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,1.2432,1.0287
3508,AP-1 complex subunit beta-1,AP1B1,0.98873,0.9715
3510,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,0.99703,1.0614
3511,Mitochondrial-processing peptidase subunit alpha,PMPCA,1.0125,0.99086
3512,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",ST3GAL4,1.0837,1.016
3513,Secernin-1,SCRN1,0.92373,0.97477
3514,WASH complex subunit strumpellin,KIAA0196,1.0243,1.0124
3515,Nuclear pore complex protein Nup160,NUP160,0.81927,0.92499
3516,Sterol regulatory element-binding protein cleavage-activating protein,SCAP,1.1657,1.004
3518,General transcription factor 3C polypeptide 1,GTF3C1,1.0351,1.0547
3520,Twinfilin-1,TWF1,1.0037,0.99163
3521,Aspartyl/asparaginyl beta-hydroxylase,ASPH,1.0554,1.0698
3522,Alpha-globin transcription factor CP2,TFCP2,1.0151,1.0974
3523,A-kinase anchor protein 13,AKAP13,1.1355,1.0262
3525,Kinesin heavy chain isoform 5A;Kinesin-like protein,KIF5A,1.1065,1.1841
3526,Syntaxin-4,STX4,1.0004,1.0899
3528,"Splicing factor, suppressor of white-apricot homolog",SFSWAP,0.90085,18.529
3530,Splicing factor 3A subunit 3,SF3A3,1.0493,1.0203
3531,Tumor suppressor p53-binding protein 1,TP53BP1,1.1631,0.93456
3533,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,0.96942,0.98776
3534,Interleukin enhancer-binding factor 3,ILF3,0.96639,0.98445
3535,Vesicular integral-membrane protein VIP36,LMAN2,0.98406,0.99288
3536,Epidermal growth factor receptor kinase substrate 8,EPS8,1.3331,1.4038
3537,"Heat shock protein 75 kDa, mitochondrial",TRAP1,0.9188,1.0019
3539,Ankyrin-3,ANK3,1.1355,1.1084
3540,Transcription initiation factor TFIID subunit 10,TAF10,1.1002,NA
3541,Unconventional myosin-Ie,MYO1E,0.93323,0.92788
3542,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,0.96122,1.2567
3544,Vesicle transport protein SEC20,BNIP1,0.99745,1.7394
3545,Cleavage stimulation factor subunit 3,CSTF3,1.3012,1.0895
3547,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,0.96395,0.99067
3549,Rho GTPase-activating protein 5,ARHGAP5,0.98992,0.99616
3551,Striatin-3,STRN3,1.302,1.0819
3552,Cell division cycle protein 16 homolog,CDC16,1.2611,1.4103
3553,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,STK4,1.3928,1.3465
3554,Protein flightless-1 homolog,FLII,1.0512,0.96611
3557,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,COASY,0.94167,1.0074
3558,TNF receptor-associated factor 1,TRAF1,1.0709,0.95015
3559,Acetyl-CoA carboxylase 1;Biotin carboxylase,ACACA,0.89763,0.98954
3561,Ubiquitin carboxyl-terminal hydrolase 4;Ubiquitin carboxyl-terminal hydrolase,USP4,0.93299,1.0702
3565,Protein Red,IK,1.1545,1.1711
3566,5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,1.1158,1.0905
3567,Liprin-alpha-1,PPFIA1,1.3354,1.0601
3569,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,1.0585,0.96522
3570,Serine/threonine-protein kinase PAK 1;Non-specific serine/threonine protein kinase,PAK1,1.3758,1.0596
3571,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,1.032,0.98211
3572,FAS-associated death domain protein,FADD,1.0609,1.0052
3573,Peroxiredoxin-4,PRDX4,1.0082,0.96805
3574,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,0.96212,0.94041
3575,Chromobox protein homolog 3,CBX3,0.92203,0.9387
3577,26S proteasome non-ATPase regulatory subunit 2,PSMD2,1.0155,1.0006
3579,DnaJ homolog subfamily C member 3,DNAJC3,1.0628,0.99526
3580,Nucleoside diphosphate kinase 3,NME3,1.0356,0.90066
3582,Serine/arginine-rich splicing factor 9,SRSF9,1.0005,1.0787
3583,Serine/arginine-rich splicing factor 5,SRSF5,1.1462,1.0151
3584,Serine/arginine-rich splicing factor 6,SRSF6,0.94491,0.9441
3585,Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,1.0385,0.96505
3586,Transcription intermediary factor 1-beta,TRIM28,0.92646,1.0152
3587,Ras GTPase-activating protein-binding protein 1,G3BP1,1.1058,0.99025
3588,N-myc-interactor,NMI,1.0777,1.2752
3589,Inactive tyrosine-protein kinase 7,PTK7,0.9074,0.99454
3590,Serine-protein kinase ATM,ATM,0.92772,0.93993
3591,Growth factor receptor-bound protein 10,GRB10,1.7377,NA
3592,Interferon-induced protein with tetratricopeptide repeats 5,IFIT5,0.97506,1.0719
3593,Receptor-type tyrosine-protein phosphatase S;Protein-tyrosine-phosphatase,PTPRS,1.2156,1.0215
3594,Eukaryotic translation initiation factor 3 subunit I,EIF3I,0.94461,1.0124
3595,C-terminal-binding protein 1,CTBP1,1.1022,1.0878
3598,Probable methyltransferase TARBP1,TARBP1,0.91781,0.89801
3599,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,1.0403,1.0234
3600,"39S ribosomal protein L49, mitochondrial",MRPL49,0.9586,0.94169
3601,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,0.93774,0.98527
3602,"NAD(P) transhydrogenase, mitochondrial",NNT,0.91899,1.0024
3603,Beta-2-syntrophin,SNTB2,1.115,0.91195
3604,DNA repair protein XRCC4,XRCC4,1.1683,1.1223
3606,Zinc transporter ZIP6,SLC39A6,1.1547,1.0614
3607,Splicing factor 3B subunit 2,SF3B2,1.1112,0.97191
3608,Golgin subfamily A member 4,GOLGA4,1.004,0.98107
3609,28 kDa heat- and acid-stable phosphoprotein,PDAP1,0.91761,0.98279
3611,Transmembrane emp24 domain-containing protein 1,TMED1,1.0868,0.95765
3612,Rho-associated protein kinase 1,ROCK1,1.0076,1.0278
3613,"Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1.0865,1.0172
3615,V-type proton ATPase 116 kDa subunit a isoform 3;V-type proton ATPase subunit a,TCIRG1,1.0272,0.96087
3616,Baculoviral IAP repeat-containing protein 3,BIRC3,0.91131,0.83268
3617,Phosphatidylinositol-binding clathrin assembly protein,PICALM,0.94811,1.0106
3619,Sequestosome-1,SQSTM1,1.108,1.0483
3620,Tubulin beta-3 chain,TUBB3,1.2018,0.95483
3621,Serine/threonine-protein kinase PRP4 homolog,PRPF4B,1.1461,1.0438
3622,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,1.0666,1.0387
