Zebrafish chromosome,Start position,Stop position,Amplification_G-score,Deletion_G-score,Amplification_q-value,Deletion_q-value,Zebrafish gene ID
zv10,27625588,27627496,694,191,1.795920859,0,ZDB-GENE-050417-416
zv10,27627305,27632837,694,191,1.795920859,0,ZDB-GENE-081022-37
zv10,27633668,27634975,694,191,1.795920859,0,ZDB-GENE-030131-8991
zv10,27636055,27637534,694,191,1.795920859,0,ZDB-GENE-091118-48
zv10,27641759,27645077,694,191,1.795920859,0,ZDB-GENE-030131-8451
zv10,27579911,27596158,694,191,1.795920859,0,ZDB-GENE-090812-5
zv10,27597458,27607923,694,191,1.795920859,0,ZDB-GENE-030131-6008
zv10,27663512,27684663,694,191,1.795920859,0,ZDB-GENE-050320-96
zv10,27688135,27694479,694,191,1.795920859,0,ZDB-GENE-060929-1138
zv10,27703744,27728527,694,191,1.795920859,0,ZDB-GENE-030131-2069
zv10,27818197,27832537,694,191,1.795920859,0,ZDB-GENE-030616-571
zv10,27507673,27560986,694,191,1.795920859,0,ZDB-GENE-091204-238
zv10,27731536,27793733,694,191,1.795920859,0,ZDB-GENE-020814-2
zv10,28373218,28376788,763,173,2.405140118,0,ZDB-GENE-091204-221
zv10,28842046,28850950,763,173,2.405140118,0,ZDB-GENE-040426-2324
zv10,28988530,28991098,763,173,2.405140118,0,ZDB-GENE-050522-163
zv10,29052597,29062709,763,220,2.405140118,0,ZDB-GENE-031113-19
zv10,29110003,29113590,763,164,2.405140118,0,ZDB-GENE-091118-60
zv10,28711823,28799521,763,173,2.405140118,0,ZDB-GENE-070627-13
zv10,28854125,28875423,763,173,2.405140118,0,ZDB-GENE-091113-52
zv10,28992812,29050694,763,173,2.405140118,0,ZDB-GENE-030131-2299
zv10,28659154,28710780,763,173,2.405140118,0,ZDB-GENE-050522-148
zv10,29124521,29125521,709,245,1.916955973,0,ZDB-GENE-030131-4766
zv10,29129687,29130649,709,245,1.916955973,0,ZDB-GENE-091118-101
zv10,29136281,29136952,709,245,1.916955973,0,ZDB-GENE-091118-15
zv10,29155290,29201286,776,164,2.529163829,0,ZDB-GENE-091204-306
zv10,29413530,29443235,764,164,2.410367224,0,ZDB-GENE-990415-30
zv10,29269282,29412166,764,164,2.410367224,0,ZDB-GENE-030616-417
zv10,29854368,29861466,758,164,2.358000653,0,ZDB-GENE-110411-81
zv10,30011006,30013638,758,164,2.358000653,0,ZDB-GENE-040426-1770
zv10,29835208,29842646,758,164,2.358000653,0,ZDB-GENE-110411-160
zv10,29878994,29966096,758,164,2.358000653,0,ZDB-GENE-040426-761
zv10,30168786,30397524,758,218,2.252392684,0,ZDB-GENE-050221-3
zv10,30168786,30397524,729,218,2.252392684,0,ZDB-GENE-050221-3
zv10,30622316,30624450,735,160,2.144286977,0,ZDB-GENE-110411-164
zv10,30627156,30636177,735,160,2.144286977,0,ZDB-GENE-080102-3
zv10,30723402,30724224,735,160,2.144286977,0,ZDB-GENE-031118-36
zv10,30724444,30725341,735,160,2.144286977,0,ZDB-GENE-041010-42
zv10,30757254,30761585,735,160,2.144286977,0,ZDB-GENE-990415-92
zv10,30798292,30800243,735,160,2.144286977,0,ZDB-GENE-040628-4
zv10,30804140,30808303,735,160,2.144286977,0,ZDB-GENE-050522-398
zv10,30818379,30819453,735,160,2.144286977,0,ZDB-GENE-060503-565
zv10,30642285,30659812,735,160,2.144286977,0,ZDB-GENE-050731-5
zv10,30688237,30716862,735,160,2.144286977,0,ZDB-GENE-110411-258
zv10,30727929,30739701,735,160,2.144286977,0,ZDB-GENE-040426-2110
zv10,30762970,30795621,735,160,2.144286977,0,ZDB-GENE-060503-471
zv10,30661376,30682722,735,160,2.144286977,0,ZDB-GENE-030131-5344
zv10,30871275,31591695,735,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,30871275,31591695,703,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,30871275,31591695,660,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,30871275,31591695,733,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,30871275,31591695,816,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,32012062,32027846,735,172,2.144286977,0,ZDB-GENE-091204-114
zv10,31630137,31797812,735,172,2.144286977,0,ZDB-GENE-040927-3
zv10,32032870,32232869,735,173,2.779801876,0,ZDB-GENE-031118-112
zv10,30871275,31591695,735,172,2.134039505,0,ZDB-GENE-060421-6020
zv10,32032870,32232869,778,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32032870,32232869,891,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32032870,32232869,848,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32032870,32232869,891,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32032870,32232869,734,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32032870,32232869,884,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32234967,32242325,751,173,2.291285847,0,ZDB-GENE-040426-1232
zv10,32256930,32292860,751,173,2.291285847,0,ZDB-GENE-020809-1
zv10,32275585,32307088,751,173,2.291285847,0,ZDB-GENE-091204-116
zv10,32579109,32587847,751,173,2.291285847,0,ZDB-GENE-091204-270
zv10,32032870,32232869,751,173,2.779801876,0,ZDB-GENE-031118-112
zv10,32312906,32518450,751,218,2.291285847,0,ZDB-GENE-000209-4
zv10,32600558,32681061,682,173,1.704042411,0,ZDB-GENE-090629-1
zv10,32693281,32737407,723,173,1.986985636,0,ZDB-GENE-040426-2723
zv10,32755003,32760714,682,173,1.704042411,0,ZDB-GENE-040718-112
zv10,32693281,32737407,682,173,1.986985636,0,ZDB-GENE-040426-2723
zv10,33005697,33012869,763,173,2.405140118,0,ZDB-GENE-030131-5420
zv10,33021146,33027573,763,173,2.405140118,0,ZDB-GENE-030131-8276
zv10,32906129,32993054,763,173,2.405140118,0,ZDB-GENE-041212-82
zv10,33013483,33019196,763,173,2.405140118,0,ZDB-GENE-040426-2045
zv10,32764017,32816265,763,173,2.405140118,0,ZDB-GENE-080425-3
zv10,33059096,33077995,682,200,1.704042411,0,ZDB-GENE-980526-249
zv10,33219648,33449095,753,173,2.589043361,0,ZDB-GENE-040426-924
zv10,33219648,33449095,861,173,2.589043361,0,ZDB-GENE-040426-924
zv10,33219648,33449095,757,173,2.589043361,0,ZDB-GENE-040426-924
zv10,33612287,33618550,813,175,2.917237752,0,ZDB-GENE-051030-36
zv10,33456752,33478826,813,173,2.917237752,0,ZDB-GENE-050913-15
zv10,33568497,33594732,813,175,2.917237752,0,ZDB-GENE-091204-140
zv10,33601193,33603594,813,175,2.917237752,0,ZDB-GENE-050411-7
zv10,33617971,33627299,813,175,2.917237752,0,ZDB-GENE-041010-204
zv10,33219648,33449095,813,173,2.589043361,0,ZDB-GENE-040426-924
zv10,33637880,33743623,813,175,3.609841222,0,ZDB-GENE-070326-2
zv10,33489695,33565567,813,175,2.917237752,0,ZDB-GENE-041010-186
zv10,33516108,33556171,813,175,2.917237752,0,ZDB-GENE-050208-42
zv10,33637880,33743623,899,175,3.609841222,0,ZDB-GENE-070326-2
zv10,33637880,33743623,973,175,3.609841222,0,ZDB-GENE-070326-2
zv10,33637880,33743623,912,175,3.609841222,0,ZDB-GENE-070326-2
zv10,33836377,33845408,820,175,2.989138327,0,ZDB-GENE-060804-2
zv10,33764411,33806638,820,175,2.989138327,0,ZDB-GENE-030131-2957
zv10,33853324,33875481,820,175,2.989138327,0,ZDB-GENE-030131-5868
zv10,33811720,33835089,820,175,2.989138327,0,ZDB-GENE-040426-1486
zv10,34126653,34134708,759,175,2.61038869,0,ZDB-GENE-050417-421
zv10,34126653,34134708,796,175,2.61038869,0,ZDB-GENE-050417-421
zv10,34198947,34279922,796,175,2.738763026,0,ZDB-GENE-040426-2193
zv10,34208824,34221758,796,175,2.738763026,0,ZDB-GENE-030131-9012
zv10,34422004,34431697,729,175,2.089487635,0,ZDB-GENE-061103-487
zv10,34434994,34568346,729,205,2.014236187,0,ZDB-GENE-020108-2
zv10,34572611,34585581,668,205,1.597542261,0,ZDB-GENE-080402-1
zv10,34589849,34600723,668,205,1.597542261,0,ZDB-GENE-091204-174
zv10,34434994,34568346,668,205,2.014236187,0,ZDB-GENE-020108-2
zv10,34602120,34607444,668,205,1.597542261,0,ZDB-GENE-040930-8
zv10,34608567,34616592,735,175,2.144286977,0,ZDB-GENE-091204-329
zv10,34642659,34650021,735,175,2.144286977,0,ZDB-GENE-050309-240
zv10,34616997,34622392,735,175,2.144286977,0,ZDB-GENE-091204-314
zv10,34655711,34738502,735,175,2.144286977,0,ZDB-GENE-091204-128
zv10,34772371,34895708,735,175,2.144286977,0,ZDB-GENE-040426-1225
zv10,34923597,35025418,735,175,2.906616779,0,ZDB-GENE-080215-5
zv10,35028461,35030467,818,175,2.967005569,0,ZDB-GENE-060810-119
zv10,35029726,35050138,818,175,3.586105704,0,ZDB-GENE-110221-1
zv10,34923597,35025418,818,175,2.906616779,0,ZDB-GENE-080215-5
zv10,35029726,35050138,949,175,3.586105704,0,ZDB-GENE-110221-1
zv10,35052536,35061737,969,148,4.316509934,0,ZDB-GENE-020809-3
zv10,35029726,35050138,969,175,3.586105704,0,ZDB-GENE-110221-1
zv10,35052536,35061737,866,148,4.316509934,0,ZDB-GENE-020809-3
zv10,35344001,35430414,672,185,1.633288825,0,ZDB-GENE-091116-18
zv10,35454450,35762242,672,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35454450,35762242,733,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35454450,35762242,703,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35454450,35762242,666,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35454450,35762242,706,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35765475,35895175,737,190,2.024442893,0,ZDB-GENE-061013-124
zv10,35454450,35762242,737,146,1.886011912,0,ZDB-GENE-050320-68
zv10,35931774,35939422,676,243,1.662813558,0,ZDB-GENE-040311-2
zv10,35982021,35985196,676,202,1.662813558,0,ZDB-GENE-091204-321
zv10,35895633,35912491,676,243,1.662813558,0,ZDB-GENE-091204-29
zv10,35960986,35975303,676,202,1.662813558,0,ZDB-GENE-091204-180
zv10,35985042,36004657,676,202,1.662813558,0,ZDB-GENE-031014-1
zv10,36008055,36026169,676,202,1.662813558,0,ZDB-GENE-030131-6586
zv10,36026224,36034940,676,202,1.662813558,0,ZDB-GENE-030131-1736
zv10,36083294,36132121,676,158,1.499814983,0,ZDB-GENE-050522-119
zv10,35765475,35895175,676,190,2.024442893,0,ZDB-GENE-061013-124
zv10,35912766,35930915,676,243,1.662813558,0,ZDB-GENE-080204-37
zv10,36035532,36075636,676,202,1.662813558,0,ZDB-GENE-091204-264
zv10,36083294,36132121,631,158,1.499814983,0,ZDB-GENE-050522-119
zv10,36083294,36132121,717,158,1.499814983,0,ZDB-GENE-050522-119
zv10,36261926,36271940,764,150,2.410367224,0,ZDB-GENE-091204-279
zv10,36281089,36285806,764,150,2.410367224,0,ZDB-GENE-040912-45
zv10,36139608,36172954,764,158,2.410367224,0,ZDB-GENE-040426-2042
zv10,36193082,36209748,764,158,2.410367224,0,ZDB-GENE-030131-6557
zv10,36225288,36260387,764,150,2.410367224,0,ZDB-GENE-091118-98
zv10,36273856,36280961,764,150,2.410367224,0,ZDB-GENE-091118-97
zv10,36288521,36298788,764,150,2.410367224,0,ZDB-GENE-070424-21
zv10,36338002,36345063,764,150,2.410367224,0,ZDB-GENE-091204-359
zv10,36353189,36362033,764,150,2.410367224,0,ZDB-GENE-091204-113
zv10,36371431,36384804,764,150,2.410367224,0,ZDB-GENE-091118-119
zv10,36391160,36433956,764,150,2.410367224,0,ZDB-GENE-080722-20
zv10,36440537,36461062,764,150,2.410367224,0,ZDB-GENE-050327-45
zv10,36463390,36475629,764,150,2.410367224,0,ZDB-GENE-091204-324
zv10,36492416,36551827,764,150,2.410367224,0,ZDB-GENE-091118-9
zv10,36577657,36603524,764,150,2.410367224,0,ZDB-GENE-070424-38
zv10,36299403,36336323,764,150,2.410367224,0,ZDB-GENE-050809-121
zv10,36608814,36637891,697,171,1.645364405,0,ZDB-GENE-081107-52
zv10,36608814,36637891,676,171,1.645364405,0,ZDB-GENE-081107-52
zv10,36608814,36637891,635,171,1.645364405,0,ZDB-GENE-081107-52
zv10,36672911,36675356,486,255,0,0,ZDB-GENE-091204-43
zv10,36686557,36691013,486,231,0,0,ZDB-GENE-050522-115
zv10,36765326,36773635,546,245,0.72646596,0,ZDB-GENE-091116-8
zv10,37242189,37246980,743,150,2.216732078,0,ZDB-GENE-030131-341
zv10,37335745,37336719,743,150,2.216732078,0,ZDB-GENE-120209-3
zv10,37358810,37360188,743,150,2.216732078,0,ZDB-GENE-070806-66
zv10,37374384,37375793,743,150,2.216732078,0,ZDB-GENE-070804-4
zv10,37385493,37386458,743,150,2.216732078,0,ZDB-GENE-070806-75
zv10,37393642,37394622,743,150,2.216732078,0,ZDB-GENE-070806-74
zv10,37401957,37403361,743,150,2.216732078,0,ZDB-GENE-070806-72
zv10,37404811,37405779,743,150,2.216732078,0,ZDB-GENE-070804-6
zv10,37410850,37411794,743,150,2.216732078,0,ZDB-GENE-070804-5
zv10,37419890,37420837,743,150,2.216732078,0,ZDB-GENE-070806-68
zv10,37423866,37424828,743,150,2.216732078,0,ZDB-GENE-070806-67
zv10,37432820,37434043,743,150,2.216732078,0,ZDB-GENE-070806-76
zv10,37457939,37458880,743,150,2.216732078,0,ZDB-GENE-070806-62
zv10,37515129,37515917,743,150,2.216732078,0,ZDB-GENE-070804-2
zv10,37525273,37526385,743,150,2.216732078,0,ZDB-GENE-070806-54
zv10,37529388,37530746,743,150,2.216732078,0,ZDB-GENE-990415-191
zv10,37153997,37160223,743,150,2.216732078,0,ZDB-GENE-091118-38
zv10,37272601,37284563,743,150,2.216732078,0,ZDB-GENE-060929-248
zv10,37436831,37440089,743,150,2.216732078,0,ZDB-GENE-990415-193
zv10,37543415,37586490,743,220,1.491519116,0,ZDB-GENE-030131-3431
zv10,37543415,37586490,580,220,1.491519116,0,ZDB-GENE-030131-3431
zv10,37702644,37707796,729,150,2.089487635,0,ZDB-GENE-030131-9322
zv10,37683374,37700066,729,150,2.089487635,0,ZDB-GENE-040930-7
zv10,37720330,37791209,729,150,2.457813732,0,ZDB-GENE-030131-6070
zv10,37802896,37836567,814,194,2.114600401,0,ZDB-GENE-090708-3
zv10,37720330,37791209,814,150,2.457813732,0,ZDB-GENE-030131-6070
zv10,37871822,37878007,723,150,2.038879729,0,ZDB-GENE-030131-5829
zv10,37917468,37926603,723,150,2.038879729,0,ZDB-GENE-040910-4
zv10,38129326,38141346,723,150,2.038879729,0,ZDB-GENE-041114-58
zv10,37802896,37836567,723,194,2.114600401,0,ZDB-GENE-090708-3
zv10,37857085,37869833,723,150,2.038879729,0,ZDB-GENE-091204-206
zv10,37894303,37900774,723,150,2.038879729,0,ZDB-GENE-040426-1317
zv10,37906721,37917469,723,150,2.038879729,0,ZDB-GENE-990708-8
zv10,37928081,37935762,723,150,2.038879729,0,ZDB-GENE-041008-125
zv10,37939678,37955780,723,150,2.038879729,0,ZDB-GENE-040426-2849
zv10,38118058,38126716,723,150,2.038879729,0,ZDB-GENE-040912-69
zv10,38145194,38159022,723,150,2.038879729,0,ZDB-GENE-030131-3876
zv10,38161514,38260443,723,150,2.038879729,0,ZDB-GENE-030131-8208
zv10,38273747,38405969,723,150,2.157623533,0,ZDB-GENE-080425-5
zv10,38273747,38405969,787,150,2.157623533,0,ZDB-GENE-080425-5
zv10,38416881,38459788,706,150,1.888701926,0,ZDB-GENE-040108-4
zv10,38478234,38500678,706,150,1.888701926,0,ZDB-GENE-061027-344
zv10,38273747,38405969,706,150,2.157623533,0,ZDB-GENE-080425-5
zv10,38506256,38590216,706,164,1.049281083,0,ZDB-GENE-091113-34
zv10,38506256,38590216,574,164,1.049281083,0,ZDB-GENE-091113-34
zv10,38506256,38590216,604,164,1.049281083,0,ZDB-GENE-091113-34
zv10,38667497,38670806,710,212,1.926836895,0,ZDB-GENE-091204-203
zv10,38685707,38690530,710,212,1.926836895,0,ZDB-GENE-091204-313
zv10,38734065,38748450,710,212,1.926836895,0,ZDB-GENE-030131-5980
zv10,38602081,38728184,710,212,1.926836895,0,ZDB-GENE-091111-4
zv10,38833461,39117251,587,201,1.218406536,0,ZDB-GENE-030826-25
zv10,38833461,39117251,656,201,1.218406536,0,ZDB-GENE-030826-25
zv10,39356462,39369509,625,181,1.259943672,0,ZDB-GENE-091118-93
zv10,39537312,39609850,625,227,1.210002882,0,ZDB-GENE-040426-2847
zv10,39622827,39682405,556,227,0.783214899,0,ZDB-GENE-030131-4173
zv10,39537312,39609850,556,227,1.210002882,0,ZDB-GENE-040426-2847
zv10,39783783,39794365,352,364,0,0,ZDB-GENE-041010-135
zv10,39783783,39794365,340,364,0,0,ZDB-GENE-041010-135
zv10,39799362,39835118,340,418,0,0,ZDB-GENE-091204-253
zv10,39878541,39887981,379,243,0,0,ZDB-GENE-080219-21
zv10,39892767,39910697,379,243,0,0,ZDB-GENE-091204-155
zv10,39993732,40016124,538,142,0,0,ZDB-GENE-041212-48
zv10,39959934,39979810,538,142,0.675954344,0,ZDB-GENE-031202-2
zv10,39993732,40016124,487,142,0,0,ZDB-GENE-041212-48
zv10,40027263,40050577,441,142,0,0,ZDB-GENE-040808-68
zv10,40051610,40071814,407,236,0,0,ZDB-GENE-060421-5765
zv10,40627714,40631331,549,194,0.745105271,0,ZDB-GENE-080204-64
zv10,40632410,40647770,549,194,0.745105271,0,ZDB-GENE-010426-8
zv10,40668309,40671706,549,194,0.745105271,0,ZDB-GENE-070620-9
zv10,41257326,41269140,549,194,0.745105271,0,ZDB-GENE-040426-1709
zv10,41687172,41695094,549,207,0.745105271,0,ZDB-GENE-091118-80
zv10,41698366,41699424,549,207,0.745105271,0,ZDB-GENE-060414-6
zv10,41704355,41705415,549,207,0.745105271,0,ZDB-GENE-060414-1
zv10,40310171,40352256,549,194,0.745105271,0,ZDB-GENE-031118-105
zv10,40371517,40393006,549,194,0.745105271,0,ZDB-GENE-091204-182
zv10,40466686,40471984,549,194,0.745105271,0,ZDB-GENE-040426-1788
zv10,40563412,40603868,549,194,0.745105271,0,ZDB-GENE-021015-3
zv10,40647872,40658612,549,194,0.745105271,0,ZDB-GENE-040311-1
zv10,40678465,40685254,549,194,0.745105271,0,ZDB-GENE-060123-1
zv10,41602064,41641419,549,207,0.745105271,0,ZDB-GENE-091118-87
zv10,40154131,40298483,549,194,0.745105271,0,ZDB-GENE-050310-7
zv10,41650108,41683584,549,207,0.745105271,0,ZDB-GENE-070112-2192
zv10,40840487,41189595,549,194,0.745105271,0,ZDB-GENE-091117-44
zv10,41717303,41718355,609,354,1.146075645,0,ZDB-GENE-060414-3
zv10,41725682,41726740,609,424,1.146075645,0,ZDB-GENE-091116-61
zv10,41731447,41732502,609,424,1.146075645,0,ZDB-GENE-060414-5
zv10,41741115,41742101,609,424,1.146075645,0,ZDB-GENE-091116-83
zv10,41744866,41746241,609,424,1.146075645,0,ZDB-GENE-060414-7
zv10,41749887,41750537,609,424,1.146075645,0,ZDB-GENE-091118-12
zv10,41762407,41763459,679,317,1.685584924,0,ZDB-GENE-060414-17
zv10,41771388,41772383,563,233,0.825127355,0,ZDB-GENE-060414-19
zv10,41775937,41776989,563,233,0.825127355,0,ZDB-GENE-091116-53
zv10,41781167,41782159,563,233,0.825127355,0,ZDB-GENE-060414-15
zv10,41784912,41785164,563,233,0.825127355,0,ZDB-GENE-091204-78
zv10,41786157,41787155,563,233,0.825127355,0,ZDB-GENE-060414-8
zv10,41808802,41809827,563,233,0.825127355,0,ZDB-GENE-091116-85
zv10,41813816,41814841,563,0,0,ZDB-GENE-091116-89,
zv10,41819765,41820790,563,368,0.825127355,0,ZDB-GENE-060414-4
zv10,41834477,41835499,563,368,0.825127355,0,ZDB-GENE-091116-73
zv10,41837734,41838000,563,368,0.825127355,0,ZDB-GENE-091204-204
zv10,41839708,41840733,563,368,0.825127355,0,ZDB-GENE-060413-7
zv10,41845033,41846016,563,368,0.825127355,0,ZDB-GENE-091116-90
zv10,41849617,41850636,563,368,0.825127355,0,ZDB-GENE-060414-14
zv10,41855763,41856752,563,368,0.825127355,0,ZDB-GENE-060413-10
zv10,41864270,41865290,563,296,0.825127355,0,ZDB-GENE-091116-88
zv10,41868478,41869500,563,0,0,ZDB-GENE-091116-59,
zv10,41794800,41795852,563,233,0.825127355,0,ZDB-GENE-060413-21
zv10,41827974,41828999,563,368,0.825127355,0,ZDB-GENE-060413-5
zv10,41873634,41874662,587,198,0.983461956,0,ZDB-GENE-060413-8
zv10,41879717,41880748,621,198,1.232416234,0,ZDB-GENE-091116-71
zv10,41882854,41883703,621,198,1.232416234,0,ZDB-GENE-091118-21
zv10,41886928,41887205,621,198,1.232416234,0,ZDB-GENE-091204-24
zv10,41889812,41890846,621,198,1.232416234,0,ZDB-GENE-100514-5
zv10,41897234,41898262,621,198,1.232416234,0,ZDB-GENE-060413-12
zv10,41893348,41894364,621,198,1.232416234,0,ZDB-GENE-060413-11
zv10,41902082,41903095,597,198,1.054981471,0,ZDB-GENE-100514-8
zv10,41903545,41904152,597,198,1.054981471,0,ZDB-GENE-091118-14
zv10,41909015,41910028,597,198,1.054981471,0,ZDB-GENE-060414-21
zv10,41916835,41917059,561,198,0.811171722,0,ZDB-GENE-091204-351
zv10,41918164,41919171,561,198,0.811171722,0,ZDB-GENE-100514-7
zv10,41921022,41921236,561,198,0.811171722,0,ZDB-GENE-091204-70
zv10,41922308,41923315,561,198,0.811171722,0,ZDB-GENE-100514-6
zv10,41927797,41928822,561,198,0.811171722,0,ZDB-GENE-060413-2
zv10,41934840,41935871,561,198,0.811171722,0,ZDB-GENE-060413-3
zv10,41944437,41945468,561,198,0.811171722,0,ZDB-GENE-091117-19
zv10,41950035,41951060,561,198,0.811171722,0,ZDB-GENE-060413-4
zv10,41955012,41955746,561,198,0.811171722,0,ZDB-GENE-100514-2
zv10,41959557,41960522,561,198,0.811171722,0,ZDB-GENE-100514-1
zv10,41964896,41965906,561,198,0.811171722,0,ZDB-GENE-060414-10
zv10,41966040,41966607,561,198,0.811171722,0,ZDB-GENE-091204-267
zv10,41972189,41973211,561,198,0.811171722,0,ZDB-GENE-091118-22
zv10,41973806,41974822,561,198,0.811171722,0,ZDB-GENE-091118-6
zv10,41977913,41978878,561,198,0.811171722,0,ZDB-GENE-060413-20
zv10,41982689,41983639,561,198,0.811171722,0,ZDB-GENE-060413-19
zv10,41995721,41996749,561,198,0.811171722,0,ZDB-GENE-060413-16
zv10,42000119,42001147,561,198,0.811171722,0,ZDB-GENE-091113-50
zv10,42004881,42005909,561,198,0.811171722,0,ZDB-GENE-091116-23
zv10,42008670,42009698,561,198,0.811171722,0,ZDB-GENE-091116-22
zv10,42012893,42013924,561,198,0.811171722,0,ZDB-GENE-060413-14
zv10,42018510,42019538,561,198,0.811171722,0,ZDB-GENE-091116-36
zv10,42026877,42027872,561,198,0.811171722,0,ZDB-GENE-091116-28
zv10,41975566,41976058,561,198,0.811171722,0,ZDB-GENE-091204-304
zv10,41990807,41994193,561,198,0.811171722,0,ZDB-GENE-080204-47
zv10,42024060,42025091,561,198,0.811171722,0,ZDB-GENE-091116-37
zv10,42031287,42032309,491,248,0,0,ZDB-GENE-060413-1
zv10,42036952,42038710,491,248,0,0,ZDB-GENE-091116-10
zv10,42043581,42044612,491,248,0,0,ZDB-GENE-060414-13
zv10,42050863,42051894,491,248,0,0,ZDB-GENE-060414-12
zv10,42056516,42057538,491,298,0,0,ZDB-GENE-091116-30
zv10,42066545,42067567,491,298,0,0,ZDB-GENE-091116-75
zv10,42072205,42073236,491,369,0,0,ZDB-GENE-091116-16
zv10,42077391,42078422,491,369,0,0,ZDB-GENE-091116-33
zv10,42088361,42089392,491,369,0,0,ZDB-GENE-060413-13
zv10,42092504,42093535,491,369,0,0,ZDB-GENE-091116-24
zv10,42097963,42098994,491,369,0,0,ZDB-GENE-060413-15
zv10,42103645,42104670,557,319,0.790322465,0,ZDB-GENE-100519-3
zv10,42108814,42109845,557,0,0,ZDB-GENE-091116-66,
zv10,42113978,42115003,557,205,0.790322465,0,ZDB-GENE-091116-26
zv10,42128317,42129333,557,205,0.790322465,0,ZDB-GENE-060413-17
zv10,42134332,42135363,557,205,0.790322465,0,ZDB-GENE-060413-18
zv10,42140320,42141348,557,205,0.790322465,0,ZDB-GENE-091116-74
zv10,42147181,42148212,557,205,0.790322465,0,ZDB-GENE-060414-16
zv10,42158183,42165962,557,205,0.790322465,0,ZDB-GENE-041111-114
zv10,42319934,42330797,557,205,0.790322465,0,ZDB-GENE-091118-18
zv10,42654382,42659956,557,205,0.790322465,0,ZDB-GENE-040801-43
zv10,42122481,42123488,557,205,0.790322465,0,ZDB-GENE-060414-20
zv10,42152301,42185241,557,205,0.790322465,0,ZDB-GENE-050320-47
zv10,42187909,42192762,557,205,0.790322465,0,ZDB-GENE-000210-8
zv10,42279408,42305408,557,205,0.790322465,0,ZDB-GENE-060818-2
zv10,42340104,42412354,557,205,0.790322465,0,ZDB-GENE-091204-21
zv10,42505245,42531064,557,205,0.790322465,0,ZDB-GENE-091118-25
zv10,42533962,42567602,557,205,0.790322465,0,ZDB-GENE-030707-1
zv10,42574381,42589389,557,205,0.790322465,0,ZDB-GENE-081022-154
zv10,42627246,42635288,557,205,0.790322465,0,ZDB-GENE-091117-9
zv10,42773821,42814933,561,190,0.811171722,0,ZDB-GENE-040718-111
zv10,42726956,42764615,561,190,0.811171722,0,ZDB-GENE-060421-5102
zv10,43194428,43202258,566,190,0.843639016,0,ZDB-GENE-080225-13
zv10,43350519,43351311,566,190,0.843639016,0,ZDB-GENE-091204-41
zv10,43130773,43181938,566,190,0.843639016,0,ZDB-GENE-071004-31
zv10,43279209,43286542,566,190,0.843639016,0,ZDB-GENE-050522-100
zv10,43290218,43304932,566,190,0.843639016,0,ZDB-GENE-050417-152
zv10,43311101,43324919,566,190,0.843639016,0,ZDB-GENE-050522-49
zv10,43334553,43345922,566,190,0.843639016,0,ZDB-GENE-050522-280
zv10,43351810,43385465,566,138,0,0,ZDB-GENE-050309-289
zv10,42989540,43029256,566,190,0.843639016,0,ZDB-GENE-110408-13
zv10,43351810,43385465,537,138,0,0,ZDB-GENE-050309-289
zv10,43394645,43404294,407,138,0,0,ZDB-GENE-091204-152
zv10,43409345,43452355,407,138,0,0,ZDB-GENE-040718-404
zv10,43351810,43385465,407,138,0,0,ZDB-GENE-050309-289
zv10,43409345,43452355,504,138,0,0,ZDB-GENE-040718-404
zv10,43454392,43473262,504,138,0,0,ZDB-GENE-030131-2843
zv10,43476413,43496533,504,138,0.615576089,0,ZDB-GENE-040426-1551
zv10,43739895,43743649,564,224,0.829938028,0,ZDB-GENE-040625-180
zv10,43476413,43496533,564,138,0.615576089,0,ZDB-GENE-040426-1551
zv10,43499381,43512443,564,138,0.829938028,0,ZDB-GENE-050417-226
zv10,43560857,43602429,564,195,0.829938028,0,ZDB-GENE-980605-30
zv10,43723551,43737936,564,224,0.829938028,0,ZDB-GENE-040704-42
zv10,43788443,43828984,564,224,0.829938028,0,ZDB-GENE-990415-175
zv10,43866020,43884898,564,224,0.829938028,0,ZDB-GENE-030131-4792
zv10,43887068,43905964,564,224,0.829938028,0,ZDB-GENE-040426-2695
zv10,43907642,43920947,542,224,0.700482811,0,ZDB-GENE-040718-238
zv10,43954832,44004707,568,224,1.025111055,0,ZDB-GENE-060503-14
zv10,43954832,44004707,617,224,1.025111055,0,ZDB-GENE-060503-14
zv10,44043230,44050187,570,224,0.867551851,0,ZDB-GENE-040426-1521
zv10,44264518,44269530,570,195,0.867551851,0,ZDB-GENE-031030-9
