ensembl_gene_id,external_gene_name,hsapiens_homolog_associated_gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000070165,tnfrsf1b,TNFRSF10A,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF10C,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF4,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF8,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF10B,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF1B,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,CD27,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF14,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070165,tnfrsf1b,TNFRSF10D,700.966486,1.082243525,0.335503932,3.22572531,0.001256539,0.017536627
ENSDARG00000070227,nhsa,NHS,290.0406179,-2.36927926,0.681810001,-3.474984609,5.10883e-4,0.008705935
ENSDARG00000070408,ccnd2b,CCND2,141.7693166,-1.361226663,0.450086518,-3.024366665,0.002491543,0.030253437
ENSDARG00000070408,ccnd2b,AC008012.1,141.7693166,-1.361226663,0.450086518,-3.024366665,0.002491543,0.030253437
ENSDARG00000070414,si:dkey-61f9.1,ASGR2,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,FCER2,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC6A,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC4G,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CD209,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,ASGR1,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC4C,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CD207,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC4A,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC10A,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC4D,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070414,si:dkey-61f9.1,CLEC4M,14.38566921,3.379021875,0.823559499,4.102948095,4.08e-5,0.001114098
ENSDARG00000070427,s100v1,S100A13,25.34543174,2.076942362,0.709753266,2.926287852,0.003430334,0.038688451
ENSDARG00000070480,agr2,AGR2,143.6757123,3.087338652,0.692603349,4.4575855109999996,8.29e-6,2.94094e-4
ENSDARG00000070494,pdgfra,PDGFRA,146.9719719,2.962928744,0.694756263,4.264702458,2e-5,6.18874e-4
ENSDARG00000070494,pdgfra,AC058822.1,146.9719719,2.962928744,0.694756263,4.264702458,2e-5,6.18874e-4
ENSDARG00000070571,inavab,INAVA,226.3689325,1.674407847,0.555744471,3.012909591,0.00258756,0.031066692
ENSDARG00000070606,ikbke,IKBKE,161.4347463,1.929492048,0.349829494,5.515521367,3.48e-8,3.35e-6
ENSDARG00000070651,prkcdb,PRKCD,729.8892989,1.793365388,0.507735003,3.532089335,4.1229e-4,0.007284018
ENSDARG00000070668,cd4-1,CD4,229.5392813,2.003517251,0.47351381,4.231169625,2.32e-5,6.93709e-4
ENSDARG00000070702,s100v2,S100A13,412.0035231,2.259141071,0.604377976,3.737960615,1.85519e-4,0.003914584
ENSDARG00000070710,prss60.3,TPSD1,18.12640305,3.593075331,0.835373133,4.301162189,1.7e-5,5.38535e-4
ENSDARG00000070710,prss60.3,TPSB2,18.12640305,3.593075331,0.835373133,4.301162189,1.7e-5,5.38535e-4
ENSDARG00000070710,prss60.3,TPSG1,18.12640305,3.593075331,0.835373133,4.301162189,1.7e-5,5.38535e-4
ENSDARG00000070710,prss60.3,TPSAB1,18.12640305,3.593075331,0.835373133,4.301162189,1.7e-5,5.38535e-4
ENSDARG00000070743,tmem45a,TMEM45A,26.34412118,2.162210078,0.74815451,2.890058202,0.003851705,0.042260118
ENSDARG00000070746,sft2d2a,SFT2D2,13.11703748,3.02869985,0.847256818,3.57471287,3.50612e-4,0.006427895
ENSDARG00000070774,irgf1,IRGM,154.1489723,1.797806814,0.52960111,3.394643215,6.87181e-4,0.01081375
ENSDARG00000070774,irgf1,IRGC,154.1489723,1.797806814,0.52960111,3.394643215,6.87181e-4,0.01081375
ENSDARG00000070845,si:dkey-56d12.4,THAP6,98.81266477,-1.575013306,0.505109815,-3.11816017,0.001819839,0.02358295
ENSDARG00000070845,si:dkey-56d12.4,ARL14EPL,98.81266477,-1.575013306,0.505109815,-3.11816017,0.001819839,0.02358295
ENSDARG00000070847,trim35-20,,37.37994436,2.091546276,0.559778223,3.736383783,1.86686e-4,0.003923517
ENSDARG00000070868,cfap126,CFAP126,20.01685663,-2.066843174,0.724492439,-2.852815381,0.004333379,0.046519138
ENSDARG00000070873,ccl25b,,307.2794961,3.374167805,0.741315063,4.551597526,5.32e-6,2.09004e-4
ENSDARG00000070874,asmt2,,44.75835741,2.116936601,0.662712133,3.194353169,0.001401446,0.019199192
ENSDARG00000070903,met,MET,45.35640563,2.798202814,0.587529871,4.762656254,1.91e-6,8.94e-5
ENSDARG00000070950,styk1a,,14.76231322,3.048895733,0.815771498,3.737438413,1.85905e-4,0.003914584
ENSDARG00000071001,nuggc.1,NUGGC,25.71002532,2.296206108,0.700834944,3.276386441,0.001051446,0.015179274
ENSDARG00000071014,s100u,,167.8281321,2.97124009,0.574175832,5.174791281,2.28e-7,1.57e-5
ENSDARG00000071017,nt5e,NT5E,171.3095348,2.555101105,0.742600823,3.440746394,5.80112e-4,0.009539966
ENSDARG00000071021,papss2a,PAPSS2,294.817167,3.94306161,0.712507372,5.5340643,3.13e-8,3.1e-6
ENSDARG00000071049,si:dkey-119m7.4,SLC22A3,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A10,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A1,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A11,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A24,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A9,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A5,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A14,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A25,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A12,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A6,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071049,si:dkey-119m7.4,SLC22A4,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000071159,sft2d2b,SFT2D2,16.85408554,2.258508287,0.708440075,3.188001874,0.001432596,0.019503186
ENSDARG00000071168,zmp:0000001138,B2M,20.45352848,2.618988936,0.753738519,3.474665112,5.11491e-4,0.008705935
ENSDARG00000071208,wnt4a,WNT4,23.88145381,2.827171563,0.814440298,3.471306083,5.17933e-4,0.008794589
ENSDARG00000071215,palm3,PALM3,58.47849961,3.846385878,0.622386148,6.180063436,6.41e-10,1.29e-7
ENSDARG00000071250,tmem79a,TMEM79,13.14862116,2.404115314,0.801226232,3.000544936,0.00269497,0.031973954
ENSDARG00000071251,ppp1r18,PPP1R18,166.0432728,2.00994445,0.459933898,4.370072439,1.24e-5,4.16516e-4
ENSDARG00000071333,si:ch211-212d10.2,,273.0121504,-1.559395088,0.370413213,-4.209879753,2.56e-5,7.5297e-4
ENSDARG00000071384,slc7a11,SLC7A13,14.56252471,2.669099287,0.812658254,3.284405559,0.001021977,0.014864179
ENSDARG00000071384,slc7a11,SLC7A11,14.56252471,2.669099287,0.812658254,3.284405559,0.001021977,0.014864179
ENSDARG00000071410,cks2,,312.9469661,-1.560949622,0.516312404,-3.023265779,0.002500625,0.030329295
ENSDARG00000071437,ptprc,,1545.809185,1.796642912,0.507741778,3.538497304,4.02411e-4,0.00713305
ENSDARG00000071456,crp7,,31.50171519,3.099814522,0.817954204,3.789716476,1.50819e-4,0.003323151
ENSDARG00000071458,si:dkey-121a11.3,KIAA1614,29.56436833,2.057414206,0.645987516,3.184913263,0.001447974,0.019644517
ENSDARG00000071491,nrros,NRROS,579.3297956,1.3394308,0.416152592,3.218604972,0.001288158,0.017861402
ENSDARG00000071506,mgat5,MGAT5,2691.4632,-0.999608051,0.297182733,-3.363614167,7.6929e-4,0.011843902
ENSDARG00000071518,krt222,KRT222,50.1819836,3.780092366,0.756161379,4.999055057,5.76e-7,3.37e-5
ENSDARG00000071518,krt222,AC073508.2,50.1819836,3.780092366,0.756161379,4.999055057,5.76e-7,3.37e-5
ENSDARG00000071543,si:dkey-42i9.7,,1131.790858,3.624733623,0.667046958,5.434000678,5.51e-8,4.87e-6
ENSDARG00000071553,zgc:171500,,154.8871185,2.11198316,0.495586387,4.26158429,2.03e-5,6.23968e-4
ENSDARG00000071558,fblim1,FBLIM1,77.77610747,1.859277684,0.583520472,3.186310975,0.001440996,0.019587111
ENSDARG00000071578,si:ch211-222k6.3,,167.125886,-1.403355375,0.470467032,-2.982898436,0.002855327,0.033418888
ENSDARG00000071644,si:dkey-19a16.7,,242.1893562,-1.512339464,0.449149952,-3.367114832,7.59591e-4,0.011733891
ENSDARG00000071656,si:dkey-19a16.5,,28.94272987,1.82449452,0.582568312,3.131812156,0.00173731,0.022714203
ENSDARG00000071657,si:dkey-19a16.4,,106.3409629,3.469117607,0.752567432,4.609709987,4.03e-6,1.66869e-4
ENSDARG00000071685,slco5a1a,SLCO5A1,435.3045675,2.256510992,0.539850827,4.179878738,2.92e-5,8.45551e-4
ENSDARG00000071701,zgc:162941,LYG1,55.54703495,3.080777606,0.77113317,3.995130445,6.47e-5,0.001635191
ENSDARG00000071701,zgc:162941,LYG2,55.54703495,3.080777606,0.77113317,3.995130445,6.47e-5,0.001635191
ENSDARG00000071868,znf711,ZNF711,752.0737695,-0.802029768,0.281178063,-2.852390975,0.004339169,0.046534602
ENSDARG00000073675,tlr8b,,138.6547728,1.676847987,0.503806094,3.328359874,8.73589e-4,0.013079388
ENSDARG00000073688,nav2a,NAV2,47.26030871,2.192557892,0.645979973,3.394157688,6.884e-4,0.01081375
ENSDARG00000073695,mamdc2b,MAMDC4,55.28836863,3.338921141,0.787647318,4.239106848,2.24e-5,6.78557e-4
ENSDARG00000073716,cpxm1a,CPXM1,52.04777604,1.902906772,0.626673402,3.036520723,0.002393257,0.029292749
ENSDARG00000073810,thbs2b,THBS2,276.1953671,2.868468725,0.823934504,3.481428089,4.98748e-4,0.008536565
ENSDARG00000073870,gdpd2,GDPD2,100.9193217,4.243113982,0.73461952,5.775934161,7.65e-9,1.02e-6
ENSDARG00000073901,CABZ01046997.1,,37.11770442,2.217770129,0.686111142,3.232377372,0.001227648,0.017178242
ENSDARG00000073912,si:ch211-202h22.7,,35.79705298,4.160175678,0.805142736,5.167003926,2.38e-7,1.64e-5
ENSDARG00000073970,mctp2b,MCTP2,66.55498745,2.798687877,0.743890494,3.762231002,1.68404e-4,0.003613854
ENSDARG00000073994,si:ch211-276k2.1,,101.5103255,2.518621057,0.562402819,4.478322245,7.52e-6,2.73275e-4
ENSDARG00000074002,slc6a11a,,13.49512424,3.215374268,0.804448835,3.996990396,6.42e-5,0.001628175
ENSDARG00000074014,zgc:194275,PLAAT1,18.96811376,2.990980571,0.696304132,4.295508865,1.74e-5,5.48382e-4
ENSDARG00000074052,si:ch211-281g13.5,,2302.915028,1.616538676,0.51175029,3.158842718,0.001583969,0.021207151
ENSDARG00000074094,tgm2b,TGM2,74.70579359,2.82689657,0.665555578,4.247423754,2.16e-5,6.58137e-4
ENSDARG00000074149,itpr1b,ITPR1,233.9384501,2.277850707,0.534393592,4.262496298,2.02e-5,6.2232e-4
ENSDARG00000074205,si:dkey-1c7.3,GIMAP1,52.6357977,3.354372317,0.819580094,4.092793788,4.26e-5,0.001154337
ENSDARG00000074205,si:dkey-1c7.3,GIMAP2,52.6357977,3.354372317,0.819580094,4.092793788,4.26e-5,0.001154337
ENSDARG00000074205,si:dkey-1c7.3,GIMAP4,52.6357977,3.354372317,0.819580094,4.092793788,4.26e-5,0.001154337
ENSDARG00000074205,si:dkey-1c7.3,GIMAP6,52.6357977,3.354372317,0.819580094,4.092793788,4.26e-5,0.001154337
ENSDARG00000074213,eif3bb,,28.36475034,-2.403353313,0.699965584,-3.433530688,5.95775e-4,0.009693233
ENSDARG00000074221,zgc:172302,ABCA7,157.1720563,1.6145489180000001,0.410000176,3.937922503,8.22e-5,0.002007372
ENSDARG00000074244,arhgef10lb,ARHGEF10L,120.4536843,1.795396209,0.531843277,3.375799385,7.36016e-4,0.011403584
ENSDARG00000074319,sall1a,SALL1,18.95973746,3.669227994,0.75026532,4.890573903,1.01e-6,5.16e-5
ENSDARG00000074320,CABZ01083937.1,KCNAB3,41.09843064,-2.460948724,0.864791861,-2.84571217,0.004431223,0.047255823
ENSDARG00000074322,si:ch211-194m7.3,,401.2820429,3.375444284,0.557493819,6.05467571,1.41e-9,2.6e-7
ENSDARG00000074341,hykk.2,HYKK,725.6710726,-1.744717845,0.463449964,-3.76463045,1.66796e-4,0.00359737
ENSDARG00000074360,ftr57,RFPL4AL1,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,RFPL4A,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,AL365214.3,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,RFPL2,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,RFPL3,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,RFPL1,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074360,ftr57,RFPL4B,72.60755911,1.97655468,0.616330041,3.206974428,0.001341389,0.018491638
ENSDARG00000074363,TTC9,TTC9,72.77977615,-2.064200318,0.649384009,-3.178705187,0.001479345,0.019994049
ENSDARG00000074384,slc12a8,SLC12A8,14.94203787,-2.030646322,0.711687183,-2.853284939,0.00432698,0.04649711
ENSDARG00000074390,tmem176l.4,,471.028037,4.247355066,0.554863182,7.654779061,1.94e-14,4.14e-11
ENSDARG00000074425,si:busm1-57f23.1,CST5,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST11,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST1,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CSTL1,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST2,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST9,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST4,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST8,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074425,si:busm1-57f23.1,CST9L,74.42699487,4.124615572,0.76858863,5.366480081,8.03e-8,6.46e-6
ENSDARG00000074466,gdpd3a,GDPD3,127.9110137,2.907362911,0.731699543,3.973438197,7.08e-5,0.001776877
ENSDARG00000074501,tnip2,TNIP2,157.9205849,1.503754826,0.526932792,2.853788658,0.004320126,0.046446782
ENSDARG00000074508,si:dkey-28e7.3,HAP1,103.4565338,1.675903476,0.482273883,3.475003594,5.10847e-4,0.008705935
ENSDARG00000074510,si:busm1-104n07.3,,30.41530049,3.921214327,0.763587946,5.135249117,2.82e-7,1.9e-5
ENSDARG00000074546,si:ch211-213a13.2,,4032.474807,-0.89017388,0.229441438,-3.879743299,1.04567e-4,0.002439984
ENSDARG00000074575,ppp1r9alb,,228.6039197,2.064037717,0.577368687,3.574904154,3.50356e-4,0.006427895
ENSDARG00000074601,cbln2a,CBLN2,157.9439541,-3.116985265,0.798931775,-3.901441104,9.56e-5,0.002275669
ENSDARG00000074624,si:ch211-198a12.6,,4054.130896,-0.899104672,0.276295976,-3.254135967,0.001137378,0.016201204
ENSDARG00000074640,si:dkeyp-51b7.3,FIBCD1,79.50548667,2.649627355,0.793023062,3.341173139,8.34252e-4,0.012649764
ENSDARG00000074653,si:ch211-233m11.1,,38.74116422,2.190696851,0.644797899,3.39749378,6.80061e-4,0.010726862
ENSDARG00000074656,ctss2.1,CTSS,1121.771062,2.465073178,0.474499777,5.195098704,2.05e-7,1.44e-5
ENSDARG00000074749,abca12,ABCA12,117.28628,2.487945317,0.627981974,3.961810086,7.44e-5,0.001854824
ENSDARG00000074754,si:dkey-188i13.9,IFI27L1,687.8057705,2.118769811,0.704607847,3.007019891,0.002638225,0.031533421
ENSDARG00000074754,si:dkey-188i13.9,IFI27,687.8057705,2.118769811,0.704607847,3.007019891,0.002638225,0.031533421
ENSDARG00000074754,si:dkey-188i13.9,IFI6,687.8057705,2.118769811,0.704607847,3.007019891,0.002638225,0.031533421
ENSDARG00000074771,ifngr1,IFNAR2,29.26768077,2.693191264,0.744898111,3.615516303,2.9975e-4,0.005675348
ENSDARG00000074771,ifngr1,IL10RA,29.26768077,2.693191264,0.744898111,3.615516303,2.9975e-4,0.005675348
ENSDARG00000074771,ifngr1,IL22RA1,29.26768077,2.693191264,0.744898111,3.615516303,2.9975e-4,0.005675348
ENSDARG00000074771,ifngr1,IFNGR1,29.26768077,2.693191264,0.744898111,3.615516303,2.9975e-4,0.005675348
ENSDARG00000074771,ifngr1,AP000295.1,29.26768077,2.693191264,0.744898111,3.615516303,2.9975e-4,0.005675348
ENSDARG00000074772,ccl44,,29.2521589,2.581632552,0.789928419,3.268185432,0.001082394,0.01557352
ENSDARG00000074776,tmem154,,82.7127349,3.262530059,0.585567333,5.571571152,2.52e-8,2.62e-6
ENSDARG00000074782,adgrg3,,117.5965621,2.296233132,0.452949084,5.069517114,3.99e-7,2.49e-5
ENSDARG00000074854,sh2d1ab,SH2D1A,33.65310876,2.663173646,0.726908976,3.66369619,2.48602e-4,0.004914734
ENSDARG00000074908,col6a1,COL6A1,2048.849584,1.730292146,0.577902357,2.994090828,0.00275264,0.032450308
ENSDARG00000075017,myzap,MYZAP,55.04607771,3.539689985,0.771926722,4.585525908,4.53e-6,1.85606e-4
ENSDARG00000075017,myzap,GCOM1,55.04607771,3.539689985,0.771926722,4.585525908,4.53e-6,1.85606e-4
ENSDARG00000075027,fgfr1bl,,91.80674186,1.762171378,0.539357288,3.267168936,0.001086288,0.015618848
ENSDARG00000075045,cxcl18b,PPBP,459.3860522,1.665019006,0.540175155,3.082368726,0.002053603,0.025849732
ENSDARG00000075092,si:dkey-52l18.4,,54.23819825,1.813374719,0.593439123,3.055704701,0.002245323,0.027864664
ENSDARG00000075121,hbegfa,HBEGF,191.1688391,2.490639577,0.621650945,4.006492063,6.16e-5,0.00157153
ENSDARG00000075191,oacyl,,328.7229431,-4.92915246,0.859107294,-5.737528358,9.61e-9,1.25e-6
ENSDARG00000075209,p4htm,P4HTM,55.68980099,-1.991311206,0.630760607,-3.156999955,0.001594014,0.021314952
ENSDARG00000075229,slc46a2,SLC46A2,32.98498168,3.157146877,0.622490666,5.071797938,3.94e-7,2.48e-5
ENSDARG00000075261,timp2b,TIMP2,345.7065433,2.053156827,0.473803676,4.333349302,1.47e-5,4.80432e-4
ENSDARG00000075265,plaua,PRSS45P,73.94092546,2.253620777,0.660890529,3.409975902,6.49686e-4,0.010384129
ENSDARG00000075296,fam83c,FAM83C,24.93554133,3.059258245,0.6765402,4.521916427,6.13e-6,2.35027e-4
ENSDARG00000075343,csf1a,CSF1,14.59870047,2.582476315,0.856024449,3.016825417,0.002554369,0.030841264
ENSDARG00000075389,si:ch211-281g13.4,,673.5821435,1.991878813,0.543924672,3.662049021,2.50206e-4,0.004929242
ENSDARG00000075456,pik3ca,PIK3CA,1210.342996,0.861645266,0.30407399,2.833669743,0.004601686,0.048594805
ENSDARG00000075487,si:ch211-267e7.3,,635.5546178,-2.072547285,0.60117342,-3.447503195,5.65794e-4,0.009347611
ENSDARG00000075505,si:ch211-132g1.7,PTGFRN,11.22355268,2.656336579,0.706492965,3.759891055,1.69987e-4,0.00364052
ENSDARG00000075515,cd37,CD37,17.7629762,3.157167162,0.694829133,4.543803664,5.52e-6,2.157e-4
ENSDARG00000075521,cpz,CPZ,44.94246499,3.139901369,0.793940348,3.954832849,7.66e-5,0.001903141
ENSDARG00000075540,BX649498.1,,213.6982798,-3.604519585,0.836497335,-4.309062845,1.64e-5,5.27154e-4
ENSDARG00000075592,tnfaip8l2a,TNFAIP8L2,229.7465155,1.667246238,0.413351247,4.03348544,5.5e-5,0.0014269110000000001
ENSDARG00000075600,si:dkeyp-41f9.3,,485.8266701,1.540705702,0.533316679,2.888913403,0.003865755,0.04234912
ENSDARG00000075641,steap3,STEAP3,49.38235366,1.903638694,0.629653816,3.023310023,0.00250026,0.030329295
ENSDARG00000075718,rpz5,,606.2406652,1.925571945,0.343903495,5.599163647,2.15e-8,2.3e-6
ENSDARG00000075720,il2rb,IL2RB,52.06169782,1.746280676,0.568453112,3.071987186,0.002126389,0.026573646
ENSDARG00000075757,gig2e,,1435.634845,2.442046347,0.576514356,4.235881242,2.28e-5,6.83131e-4
ENSDARG00000075785,si:ch73-190m4.1,,1577.824726,2.136928912,0.508873366,4.199333375,2.68e-5,7.84587e-4
ENSDARG00000075833,lyve1a,LYVE1,46.88552347,3.859159199,0.733137242,5.263897367,1.41e-7,1.04e-5
ENSDARG00000075854,cx34.4,GJB4,63.23269449,3.682195476,0.663401379,5.550479076,2.85e-8,2.89e-6
ENSDARG00000075854,cx34.4,GJB5,63.23269449,3.682195476,0.663401379,5.550479076,2.85e-8,2.89e-6
ENSDARG00000075930,adamts2,ADAMTS2,70.7262731,2.867669996,0.75935584,3.776450834,1.59079e-4,0.003469413
ENSDARG00000075932,si:ch73-211l2.3,HLA-DQA1,11.34484933,2.743061612,0.831125938,3.300416321,9.65415e-4,0.0141648
ENSDARG00000075932,si:ch73-211l2.3,HLA-DQA2,11.34484933,2.743061612,0.831125938,3.300416321,9.65415e-4,0.0141648
ENSDARG00000076019,ftr70,RFPL4A,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,RFPL4AL1,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,RFPL2,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,RFPL1,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,RFPL3,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,RFPL4B,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076019,ftr70,AL365214.3,20.89976908,3.299483483,0.673520201,4.898863428,9.64e-7,5.03e-5
ENSDARG00000076121,smpd1,SMPD1,693.8272761,1.206628794,0.416492084,2.897122995,0.003766021,0.041683401
ENSDARG00000076139,si:dkey-71p21.13,,8.907094526,2.849676855,0.836661495,3.406009326,6.59199e-4,0.010487415
ENSDARG00000076140,clcf1,CLCF1,21.11090899,3.270045461,0.752329287,4.346561429,1.38e-5,4.55883e-4
ENSDARG00000076140,clcf1,CTF1,21.11090899,3.270045461,0.752329287,4.346561429,1.38e-5,4.55883e-4
ENSDARG00000076144,icam3,ICAM3,465.4154734,1.980328428,0.452076873,4.380512582,1.18e-5,4.00819e-4
ENSDARG00000076146,zgc:172075,SEPT1,19.40456278,3.917223787,0.811031761,4.829926492,1.37e-6,6.7e-5
ENSDARG00000076146,zgc:172075,SEPT14,19.40456278,3.917223787,0.811031761,4.829926492,1.37e-6,6.7e-5
ENSDARG00000076182,stat1b,,9480.643134,2.027700294,0.502397531,4.036047486,5.44e-5,0.001413142
ENSDARG00000076189,ccdc88b,CCDC88B,379.1229659,1.828242769,0.450557612,4.057733614,4.96e-5,0.001299202
ENSDARG00000076196,si:ch211-226h7.6,,42.7855637,3.780296638,0.787721227,4.799028522,1.59e-6,7.67e-5
ENSDARG00000076202,zdhhc11,ZDHHC11,17.46120798,-1.856808396,0.626978714,-2.961517439,0.003061272,0.035256125
ENSDARG00000076202,zdhhc11,AC026740.3,17.46120798,-1.856808396,0.626978714,-2.961517439,0.003061272,0.035256125
ENSDARG00000076202,zdhhc11,ZDHHC11B,17.46120798,-1.856808396,0.626978714,-2.961517439,0.003061272,0.035256125
ENSDARG00000076223,SERP1,SERP1,2762.51172,-1.495423065,0.401180818,-3.727553759,1.93347e-4,0.004047618
ENSDARG00000076230,atp10b,ATP10B,25.72920656,3.185909258,0.820583201,3.882493884,1.03391e-4,0.002420178
ENSDARG00000076238,gramd1c,GRAMD1C,100.1021992,2.880304173,0.594113272,4.848072425,1.25e-6,6.19e-5
ENSDARG00000076251,irf3,IRF3,530.2040438,1.163961111,0.336097614,3.463163864,5.33863e-4,0.008972508
ENSDARG00000076257,si:ch211-285c6.1,SEPT1,3.944161403,2.441634635,0.85382425,2.859645454,0.004241149,0.045781724
ENSDARG00000076257,si:ch211-285c6.1,SEPT14,3.944161403,2.441634635,0.85382425,2.859645454,0.004241149,0.045781724
ENSDARG00000076269,zgc:172131,GIMAP6,16.89493106,3.046319177,0.84416632,3.608671782,3.07769e-4,0.005791303
ENSDARG00000076269,zgc:172131,GIMAP2,16.89493106,3.046319177,0.84416632,3.608671782,3.07769e-4,0.005791303
ENSDARG00000076269,zgc:172131,GIMAP1,16.89493106,3.046319177,0.84416632,3.608671782,3.07769e-4,0.005791303
ENSDARG00000076269,zgc:172131,GIMAP4,16.89493106,3.046319177,0.84416632,3.608671782,3.07769e-4,0.005791303
